"","PFE.Open","PFE.High","PFE.Low","PFE.Close","PFE.Volume","PFE.Adjusted"
"2013-04-09",27.542694,27.8463,27.466793,27.618595,29030744,19.300661
"2013-04-10",27.979128,28.462997,27.941175,28.387096,43192288,19.837717
"2013-04-11",28.396584,29.240988,28.387096,29.07021,57609954,20.315098
"2013-04-12",28.889942,29.297913,28.889942,29.098673,41170399,20.334982
"2013-04-15",29.041746,29.402277,28.889942,28.889942,49449991,20.189117
"2013-04-16",28.975332,29.402277,28.918406,29.354839,33158418,20.514006
"2013-04-17",29.222012,29.354839,28.965843,29.288425,33984649,20.46759
"2013-04-18",29.269449,29.354839,28.918406,29.02277,33504236,20.281942
"2013-04-19",29.155598,29.468691,29.041746,29.468691,30811582,20.593567
"2013-04-22",29.487665,29.506641,29.184061,29.34535,27501917,20.507366
"2013-04-23",29.39279,29.554079,29.06072,29.487665,35064683,20.606825
"2013-04-24",29.487665,29.535105,28.994307,29.032257,33218813,20.28857
"2013-04-25",29.079697,29.089184,28.387096,28.709677,37503850,20.063141
"2013-04-26",27.732449,28.624289,27.314991,28.548388,56938556,19.950432
"2013-04-29",28.576851,29.013283,28.396584,28.870968,29225944,20.175859
"2013-04-30",27.912712,28.358635,27.542694,27.580645,73771463,19.274145
"2013-05-01",27.352942,28.206831,27.324478,27.419355,47523595,19.16143
"2013-05-02",27.542694,27.827324,27.504744,27.770397,33580651,19.406752
"2013-05-03",28.017078,28.111954,27.229603,27.47628,46189758,19.20121
"2013-05-06",27.447819,27.447819,27.229603,27.248577,34897518,19.042086
"2013-05-07",27.409866,27.685009,27.352942,27.542694,32626043,19.247623
"2013-05-08",27.409866,27.533207,27.115749,27.258064,32409551,19.207514
"2013-05-09",27.27704,27.296015,26.963947,27.134726,29331661,19.1206
"2013-05-10",27.125237,27.324478,27.106262,27.248577,34849140,19.200823
"2013-05-13",27.27704,27.865274,27.201139,27.865274,35360330,19.635387
"2013-05-14",27.884251,27.988615,27.779886,27.893738,34493309,19.655437
"2013-05-15",27.893738,28.16888,27.685009,28.045542,31132314,19.762405
"2013-05-16",27.960152,28.064516,27.72296,27.751423,29100413,19.555159
"2013-05-17",27.713472,27.865274,27.352942,27.47628,39671401,19.361273
"2013-05-20",27.485769,27.533207,27.182163,27.229603,33877879,19.187456
"2013-05-21",27.239088,27.352942,26.859583,27.305504,46481400,19.24094
"2013-05-22",28.036053,28.50095,27.713472,27.798861,88192185,19.588583
"2013-05-23",27.590134,27.827324,27.371918,27.618595,54498546,19.461557
"2013-05-24",27.381405,27.618595,27.210627,27.552181,36975269,19.414759
"2013-05-28",27.798861,27.988615,27.457306,27.52372,39892741,19.394707
"2013-05-29",27.381405,27.419355,26.660341,26.83112,51500337,18.906662
"2013-05-30",26.91651,26.992411,26.669828,26.802656,45446477,18.886604
"2013-05-31",26.821632,26.821632,25.834915,25.834915,94549808,18.204685
"2013-06-03",25.901327,26.347248,25.730551,26.328274,60711243,18.552326
"2013-06-04",26.404175,26.612904,25.92979,26.242884,73749645,18.492159
"2013-06-05",26.309298,26.537003,25.97723,26.072105,75044168,18.371822
"2013-06-06",26.072105,26.707781,25.986717,26.669828,86924434,18.793005
"2013-06-07",26.793169,27.1537,26.593927,26.812143,88509123,18.893288
"2013-06-10",26.925997,27.125237,26.821632,26.91651,70083306,18.966835
"2013-06-11",26.603416,27.172676,26.518026,26.963947,87619125,19.000261
"2013-06-12",27.182163,27.47628,26.944971,26.973434,92729444,19.006947
"2013-06-13",26.91651,27.656546,26.897533,27.590134,76219588,19.441509
"2013-06-14",27.533207,27.855787,27.457306,27.599621,86247977,19.448185
"2013-06-17",27.893738,27.893738,27.419355,27.666035,160300857,19.494989
"2013-06-18",27.637571,27.941175,27.542694,27.893738,169004579,19.655437
"2013-06-19",27.865274,28.282732,27.419355,27.609108,127577846,19.45487
"2013-06-20",27.533207,27.732449,26.992411,27.172676,100861265,19.147341
"2013-06-21",27.381405,27.618595,27.001898,27.001898,234091503,19.026999
"2013-06-24",26.717268,26.925997,26.110058,26.290323,233638177,18.525585
"2013-06-25",26.641365,26.707781,26.166983,26.555977,124712864,18.712776
"2013-06-26",26.641365,26.907021,26.423149,26.660341,90523317,18.786318
"2013-06-27",26.935484,27.19165,26.669828,26.736242,162766585,18.839809
"2013-06-28",27.077799,27.248577,26.574953,26.574953,129673936,18.726151
"2013-07-01",26.537003,26.850096,26.290323,26.356735,71426523,18.572388
"2013-07-02",26.29981,26.489565,26.015181,26.280834,64609778,18.518906
"2013-07-03",26.062618,26.280834,25.92979,26.233397,23229738,18.485474
"2013-07-05",26.612904,26.660341,26.356735,26.537003,38565333,18.699408
"2013-07-08",26.793169,26.850096,26.641365,26.688805,33950289,18.806376
"2013-07-09",26.859583,27.011385,26.821632,26.897533,30689318,18.953455
"2013-07-10",27.011385,27.049335,26.859583,26.982922,28564138,19.013626
"2013-07-11",27.362429,27.419355,27.144213,27.296015,37870220,19.234249
"2013-07-12",27.039848,27.333965,27.001898,27.333965,30830765,19.260992
"2013-07-15",27.314991,27.409866,27.068312,27.314991,29641326,19.247625
"2013-07-16",27.362429,27.47628,27.1537,27.210627,36735800,19.174078
"2013-07-17",27.314991,27.457306,27.172676,27.210627,27448057,19.174078
"2013-07-18",27.201139,27.314991,27.001898,27.030361,33364897,19.04706
"2013-07-19",27.049335,27.741936,26.907021,27.599621,51681309,19.448185
"2013-07-22",27.514231,27.903227,27.514231,27.8463,30326637,19.622007
"2013-07-23",27.874763,28.017078,27.817837,27.912712,28743529,19.668818
"2013-07-24",27.931688,28.036053,27.685009,27.779886,25112182,19.575209
"2013-07-25",27.542694,27.751423,27.210627,27.694496,27776800,19.515039
"2013-07-26",27.43833,27.903227,27.428843,27.865274,28032816,19.635387
"2013-07-29",27.893738,28.377609,27.798861,28.026566,49091315,19.749039
"2013-07-30",28.358635,28.870968,28.121443,28.149904,46511650,19.835945
"2013-07-31",27.931688,28.235294,27.713472,27.732449,33001267,19.701149
"2013-08-01",27.922201,27.941175,27.495256,27.618595,33414435,19.620268
"2013-08-02",27.466793,27.903227,27.466793,27.865274,23168185,19.795509
"2013-08-05",27.798861,27.855787,27.637571,27.694496,15169906,19.674179
"2013-08-06",27.741936,27.912712,27.685009,27.836811,26077014,19.77529
"2013-08-07",27.770397,27.941175,27.694496,27.760912,22556549,19.721369
"2013-08-08",27.713472,27.798861,27.533207,27.637571,23748623,19.633753
"2013-08-09",27.590134,27.760912,27.52372,27.713472,20785196,19.687674
"2013-08-12",27.580645,27.732449,27.542694,27.694496,20527599,19.674179
"2013-08-13",27.751423,27.903227,27.609108,27.770397,21110039,19.728107
"2013-08-14",27.72296,27.931688,27.514231,27.542694,25229176,19.566347
"2013-08-15",27.457306,27.599621,27.286528,27.324478,28711065,19.411322
"2013-08-16",27.19165,27.210627,26.840607,26.91651,29800374,19.121508
"2013-08-19",26.821632,27.030361,26.783682,27.001898,28281877,19.182169
"2013-08-20",27.096773,27.27704,27.058825,27.068312,21389349,19.229338
"2013-08-21",27.039848,27.115749,26.774195,26.793169,24479361,19.033882
"2013-08-22",26.878557,26.878557,26.669828,26.717268,23966590,18.979961
"2013-08-23",26.698292,26.907021,26.650854,26.888046,19506800,19.10128
"2013-08-26",26.878557,26.91651,26.58444,26.58444,21200472,18.885603
"2013-08-27",26.489565,26.83112,26.337761,26.565466,25931773,18.872124
"2013-08-28",26.518026,27.030361,26.385199,26.764706,30802728,19.013662
"2013-08-29",26.679317,27.020872,26.63188,26.660341,23267788,18.939522
"2013-08-30",26.612904,26.944971,26.574953,26.764706,31390544,19.013662
"2013-09-03",26.925997,26.992411,26.432638,26.574953,24964201,18.878864
"2013-09-04",26.745731,27.077799,26.63188,26.91651,26744723,19.121508
"2013-09-05",27.058825,27.058825,26.717268,26.821632,21941645,19.0541
"2013-09-06",26.83112,27.077799,26.63188,26.83112,23484596,19.060844
"2013-09-09",26.783682,26.907021,26.660341,26.850096,23176406,19.074324
"2013-09-10",26.925997,27.058825,26.83112,26.992411,25039351,19.175423
"2013-09-11",27.068312,27.267551,27.020872,27.201139,21165163,19.323708
"2013-09-12",27.172676,27.27704,26.821632,26.859583,29975865,19.08106
"2013-09-13",26.935484,27.182163,26.86907,27.049335,23145102,19.215866
"2013-09-16",27.267551,27.371918,27.134726,27.239088,24213331,19.350662
"2013-09-17",27.19165,27.362429,27.106262,27.172676,23202545,19.303488
"2013-09-18",27.258064,27.770397,27.182163,27.552181,31974355,19.573088
"2013-09-19",27.552181,27.656546,27.182163,27.362429,35465730,19.438286
"2013-09-20",27.485769,27.637571,27.447819,27.485769,42685524,19.525909
"2013-09-23",27.296015,27.552181,27.229603,27.324478,26222993,19.411322
"2013-09-24",27.258064,27.457306,27.144213,27.239088,20181676,19.350662
"2013-09-25",27.220114,27.400379,27.030361,27.030361,27619754,19.202385
"2013-09-26",27.163189,27.229603,26.897533,27.058825,26866144,19.222607
"2013-09-27",27.020872,27.514231,26.907021,27.400379,29727648,19.465244
"2013-09-30",27.239088,27.324478,27.144213,27.258064,27861541,19.364145
"2013-10-01",27.115749,27.466793,27.058825,27.409866,24789764,19.471987
"2013-10-02",27.220114,27.52372,27.172676,27.52372,23621721,19.552868
"2013-10-03",27.533207,27.533207,27.220114,27.296015,23912309,19.391108
"2013-10-04",27.352942,27.552181,27.134726,27.514231,20595582,19.546127
"2013-10-07",27.258064,27.352942,27.1537,27.1537,20472264,19.289997
"2013-10-08",27.134726,27.220114,26.783682,26.793169,26301516,19.033882
"2013-10-09",26.802656,26.982922,26.58444,26.840607,33169907,19.067585
"2013-10-10",27.1537,27.296015,26.840607,27.296015,25955066,19.391108
"2013-10-11",27.43833,27.447819,27.163189,27.248577,25721500,19.357405
"2013-10-14",27.096773,27.855787,27.087288,27.8463,30541547,19.782028
"2013-10-15",27.713472,27.779886,27.52372,27.666035,33198892,19.653971
"2013-10-16",27.760912,28.282732,27.694496,28.273245,33199524,20.085329
"2013-10-17",28.292219,28.709677,28.16888,28.709677,31330255,20.395369
"2013-10-18",28.643265,29.165085,28.538898,28.946869,45908235,20.563869
"2013-10-21",28.908918,29.07021,28.795067,28.842505,25365564,20.489733
"2013-10-22",28.823528,29.354839,28.776091,29.108158,33908339,20.678453
"2013-10-23",29.079697,29.278936,29.013283,29.032257,26277801,20.624535
"2013-10-24",29.108158,29.326376,28.994307,29.041746,26983665,20.631275
"2013-10-25",28.918406,29.117647,28.861481,29.041746,25755228,20.631275
"2013-10-28",28.889942,29.231499,28.889942,29.165085,27074520,20.718897
"2013-10-29",29.259962,29.743834,29.240988,29.648956,36339074,21.062634
"2013-10-30",29.648956,29.67742,29.222012,29.34535,23660087,20.846951
"2013-10-31",29.203035,29.478178,29.079697,29.117647,31998702,20.68519
"2013-11-01",29.127134,29.658443,29.117647,29.573055,29524543,21.008715
"2013-11-04",29.563566,29.791271,29.525618,29.658443,19821735,21.069382
"2013-11-05",29.59203,29.734344,29.43074,29.639469,19942734,21.055901
"2013-11-06",29.62998,29.724857,29.278936,29.383303,26370448,21.035522
"2013-11-07",29.402277,29.639469,29.326376,29.326376,26505676,20.994772
"2013-11-08",29.297913,29.743834,29.155598,29.71537,26370764,21.273247
"2013-11-11",29.620493,29.696396,29.563566,29.639469,17820716,21.21891
"2013-11-12",29.582542,29.981026,29.525618,29.772297,26570286,21.313997
"2013-11-13",29.67742,30.237192,29.67742,30.237192,28647615,21.646824
"2013-11-14",30.303604,30.559772,30.151802,30.360531,29008610,21.735121
"2013-11-15",30.199242,30.550285,30.085388,30.550285,25728878,21.870968
"2013-11-18",30.436434,30.502846,30.275143,30.37002,23100729,21.741909
"2013-11-19",30.341557,30.379507,29.990513,30.037951,30378810,21.504187
"2013-11-20",30.161289,30.455408,30.028463,30.28463,21355726,21.680782
"2013-11-21",30.218216,30.512335,30.151802,30.332067,27522891,21.714745
"2013-11-22",30.265656,30.512335,30.170778,30.474382,26786461,21.816626
"2013-11-25",30.474382,30.834915,30.436434,30.493359,26780243,21.83021
"2013-11-26",30.616697,30.616697,30.246679,30.256166,24535961,21.660402
"2013-11-27",30.379507,30.436434,30.170778,30.246679,17956155,21.65361
"2013-11-29",30.246679,30.379507,30.075901,30.104364,12482944,21.551731
"2013-12-02",29.990513,30.294119,29.990513,30.199242,19781050,21.619652
"2013-12-03",30.066414,30.085388,29.573055,29.620493,39134388,21.205322
"2013-12-04",29.516129,29.819735,29.411764,29.667933,25070549,21.239286
"2013-12-05",29.525618,29.791271,29.525618,29.648956,21781648,21.2257
"2013-12-06",29.933586,29.990513,29.724857,29.924099,19935040,21.422678
"2013-12-09",29.914612,30.066414,29.800758,29.962049,22412361,21.449848
"2013-12-10",29.800758,29.876659,29.601519,29.734344,23927065,21.286831
"2013-12-11",29.705881,29.734344,28.956356,29.079697,36924993,20.818172
"2013-12-12",28.984819,29.193548,28.662239,28.70019,30664865,20.546478
"2013-12-13",28.880455,28.918406,28.41556,28.70019,27489374,20.546478
"2013-12-16",28.747627,29.06072,28.595825,28.70019,29738294,20.546478
"2013-12-17",28.633776,28.757116,28.472486,28.595825,30200789,20.471766
"2013-12-18",28.747627,29.203035,28.472486,29.193548,36752031,20.899677
"2013-12-19",29.203035,29.421251,29.041746,29.136621,34468962,20.858923
"2013-12-20",29.146111,29.373814,28.70019,28.70019,65679378,20.546478
"2013-12-23",28.899431,28.937382,28.624289,28.795067,24229984,20.614399
"2013-12-24",28.880455,28.889942,28.671726,28.73814,11586095,20.573647
"2013-12-26",28.814041,28.994307,28.766603,28.984819,12707973,20.750246
"2013-12-27",29.184061,29.269449,28.965843,29.07021,12601940,20.81138
"2013-12-30",28.975332,29.127134,28.833017,29.117647,15598568,20.845339
"2013-12-31",29.051233,29.231499,28.927895,29.06072,15983805,20.804585
"2014-01-02",28.908918,29.032257,28.776091,28.899431,18366266,20.689114
"2014-01-03",28.833017,29.250475,28.823528,28.956356,15847312,20.729866
"2014-01-06",29.193548,29.364326,28.965843,28.984819,25255421,20.750246
"2014-01-07",29.278936,29.43074,29.165085,29.165085,23423042,20.879299
"2014-01-08",29.203035,29.402277,29.079697,29.364326,24161053,21.021938
"2014-01-09",29.487665,29.525618,29.041746,29.34535,21692901,21.008345
"2014-01-10",29.259962,29.364326,28.937382,29.117647,22890877,20.845339
"2014-01-13",29.278936,29.440228,28.880455,28.975332,25276396,20.743454
"2014-01-14",29.013283,29.459204,28.984819,29.411764,34757336,21.055901
"2014-01-15",29.459204,29.705881,29.269449,29.582542,30372907,21.178152
"2014-01-16",29.582542,29.810247,29.497154,29.573055,19576047,21.171362
"2014-01-17",29.648956,29.686907,29.364326,29.497154,22790853,21.117025
"2014-01-21",29.71537,29.800758,29.364326,29.62998,25355656,21.21212
"2014-01-22",29.705881,29.734344,29.497154,29.667933,23554265,21.239286
"2014-01-23",29.43074,29.62998,29.326376,29.421251,26367391,21.062691
"2014-01-24",29.278936,29.373814,28.519924,28.548388,38059518,20.437809
"2014-01-27",28.50095,28.70019,28.140417,28.140417,34880233,20.145737
"2014-01-28",28.880455,29.174574,28.586338,28.861481,35917158,20.661943
"2014-01-29",28.690702,28.899431,28.462997,28.567362,30796615,20.451387
"2014-01-30",28.842505,29.269449,28.662239,29.240988,33832873,20.933638
"2014-01-31",28.994307,29.089184,28.662239,28.842505,43648037,20.648363
"2014-02-03",29.440228,30.066414,29.003796,29.032257,64621372,20.784206
"2014-02-04",30.018974,30.360531,29.032257,29.829222,49779050,21.354755
"2014-02-05",29.402277,29.582542,29.013283,29.079697,39166429,20.99177
"2014-02-06",29.136621,29.326376,29.032257,29.259962,24839618,21.121893
"2014-02-07",29.259962,29.67742,29.041746,29.620493,29310791,21.382149
"2014-02-10",29.658443,29.857685,29.535105,29.857685,23811336,21.553373
"2014-02-11",30.161289,30.341557,29.819735,30.246679,26076382,21.834171
"2014-02-12",30.237192,30.360531,29.933586,29.990513,22406459,21.64926
"2014-02-13",29.886148,30.218216,29.791271,30.075901,19886556,21.710896
"2014-02-14",30.246679,30.360531,30.075901,30.303604,19915962,21.875263
"2014-02-18",30.180265,30.445921,30.161289,30.246679,20750730,21.834171
"2014-02-19",30.28463,30.32258,29.829222,29.867172,29245233,21.560217
"2014-02-20",29.734344,30.085388,29.658443,29.933586,23668624,21.608162
"2014-02-21",30.056927,30.142315,29.829222,29.848198,19468856,21.546524
"2014-02-24",30.351044,30.436434,29.914612,30.351044,40868850,21.909512
"2014-02-25",29.933586,30.351044,29.924099,30.256166,28665216,21.841021
"2014-02-26",30.113852,30.360531,30.094877,30.351044,26374664,21.909512
"2014-02-27",30.237192,30.588236,30.199242,30.578749,23981978,22.073887
"2014-02-28",30.474382,30.749525,30.218216,30.464895,29003550,21.991695
"2014-03-03",29.905123,30.493359,29.905123,30.341557,25076663,21.90266
"2014-03-04",30.683111,31.062618,30.683111,31.015181,27746655,22.388931
"2014-03-05",30.97723,31.26186,30.92979,31.072105,23663776,22.430031
"2014-03-06",31.119545,31.271347,30.749525,30.796965,21629029,22.231413
"2014-03-07",30.844402,30.986717,30.531309,30.768501,18561783,22.210865
"2014-03-10",30.759012,30.882353,30.635674,30.730551,16819100,22.18347
"2014-03-11",30.6926,30.948767,30.588236,30.759012,25470648,22.204014
"2014-03-12",30.502846,30.901327,30.294119,30.341557,34273445,21.90266
"2014-03-13",30.351044,30.379507,29.326376,29.525618,48374068,21.313658
"2014-03-14",29.554079,29.829222,29.250475,29.62998,28576680,21.389002
"2014-03-17",29.800758,29.914612,29.658443,29.810247,22412467,21.519123
"2014-03-18",29.857685,30.417458,29.810247,30.294119,24326742,21.868423
"2014-03-19",30.294119,30.436434,29.781784,30.085388,24329482,21.717745
"2014-03-20",30.474382,30.474382,30.085388,30.275143,23921373,21.854725
"2014-03-21",30.673624,30.825426,29.848198,30.531309,65473215,22.039644
"2014-03-24",30.142315,30.265656,29.724857,29.876659,44062681,21.567076
"2014-03-25",30.142315,30.351044,29.971537,30.189753,22278398,21.793081
"2014-03-26",30.37002,30.749525,30.047438,30.531309,33284793,22.039644
"2014-03-27",30.626186,30.721064,30.265656,30.455408,29242176,21.984852
"2014-03-28",30.550285,30.815939,30.113852,30.246679,23156275,21.834171
"2014-03-31",30.32258,30.531309,30.199242,30.474382,19470753,21.998547
"2014-04-01",30.294119,30.597723,30.123341,30.313093,23015776,21.882113
"2014-04-02",30.28463,30.730551,30.180265,30.635674,22782632,22.114979
"2014-04-03",30.768501,30.825426,30.531309,30.740038,21117944,22.190321
"2014-04-04",30.853889,31.015181,30.426945,30.512335,27693323,22.02594
"2014-04-07",29.867172,30.085388,29.459204,29.601519,57529955,21.368454
"2014-04-08",29.658443,29.781784,29.269449,29.288425,36439626,21.142435
"2014-04-09",29.402277,29.648956,29.051233,29.62998,40776098,21.389002
"2014-04-10",29.772297,29.819735,28.946869,29.041746,32088714,20.964373
"2014-04-11",28.937382,28.937382,28.301708,28.330172,43025439,20.450703
"2014-04-14",28.510435,28.586338,28.064516,28.339659,30390825,20.457554
"2014-04-15",28.434534,28.605312,28.08349,28.358635,31703371,20.471256
"2014-04-16",28.605312,28.671726,28.387096,28.548388,31097005,20.608236
"2014-04-17",28.605312,28.842505,28.529411,28.70019,27969787,20.717808
"2014-04-21",28.975332,29.354839,28.842505,29.278936,31972985,21.135595
"2014-04-22",29.269449,29.648956,29.269449,29.411764,27377439,21.231478
"2014-04-23",29.582542,29.582542,29.184061,29.335863,21599833,21.176691
"2014-04-24",29.316889,29.316889,28.652752,29.136621,26311845,21.032858
"2014-04-25",29.155598,29.222012,28.984819,29.174574,19677653,21.060253
"2014-04-28",29.971537,30.6926,29.762808,30.398481,75278366,21.943756
"2014-04-29",30.417458,30.445921,29.791271,30.132828,41800691,21.751989
"2014-04-30",30.132828,30.303604,29.620493,29.67742,38507363,21.423243
"2014-05-01",29.487665,29.962049,29.354839,29.554079,43749221,21.334204
"2014-05-02",29.43074,29.468691,28.984819,29.174574,43960759,21.060253
"2014-05-05",28.709677,28.719166,28.320683,28.425047,57867340,20.519197
"2014-05-06",28.462997,28.472486,27.827324,27.922201,57674669,20.156199
"2014-05-07",27.647058,27.969639,27.371918,27.533207,51703338,20.052555
"2014-05-08",27.628082,27.931688,27.495256,27.675522,38042444,20.1562
"2014-05-09",27.609108,27.713472,27.296015,27.542694,41102100,20.059464
"2014-05-12",27.836811,27.874763,27.542694,27.637571,22824054,20.128563
"2014-05-13",27.618595,27.893738,27.609108,27.703985,27706920,20.176929
"2014-05-14",27.647058,27.779886,27.43833,27.609108,28226858,20.10783
"2014-05-15",27.580645,27.685009,27.428843,27.571157,28286093,20.080196
"2014-05-16",27.514231,28.036053,27.514231,27.628082,37632332,20.121649
"2014-05-19",28.064516,28.187857,27.751423,27.779886,43203882,20.232214
"2014-05-20",28.026566,28.026566,27.713472,27.751423,26215299,20.211479
"2014-05-21",27.751423,28.387096,27.703985,28.055029,22601765,20.432598
"2014-05-22",28.045542,28.339659,28.036053,28.140417,22610303,20.494785
"2014-05-23",28.055029,28.121443,27.922201,27.979128,19955909,20.377319
"2014-05-27",28.396584,28.45351,28.055029,28.092979,28383588,20.460241
"2014-05-28",28.178368,28.292219,28.08349,28.092979,28847242,20.460241
"2014-05-29",28.206831,28.235294,28.017078,28.08349,25791485,20.453333
"2014-05-30",28.045542,28.225805,27.998102,28.111954,27658119,20.474058
"2014-06-02",28.074003,28.273245,28.074003,28.187857,21079051,20.529339
"2014-06-03",28.244781,28.292219,28.036053,28.074003,25506695,20.446423
"2014-06-04",28.092979,28.216318,28.007589,28.121443,24670767,20.480972
"2014-06-05",28.16888,28.263758,27.969639,28.235294,20402910,20.563885
"2014-06-06",28.282732,28.339659,27.836811,27.912712,28265223,20.328951
"2014-06-09",27.874763,27.922201,27.703985,27.8463,25732883,20.280579
"2014-06-10",27.836811,27.988615,27.751423,27.988615,19195764,20.38423
"2014-06-11",27.950665,28.036053,27.874763,27.922201,19755649,20.335861
"2014-06-12",27.874763,28.074003,27.8463,27.941175,25420477,20.349682
"2014-06-13",27.950665,28.08349,27.855787,28.017078,20662932,20.404961
"2014-06-16",27.988615,28.187857,27.817837,28.092979,26380039,20.460241
"2014-06-17",28.064516,28.102467,27.931688,27.969639,19270704,20.370413
"2014-06-18",28.017078,28.187857,27.836811,28.187857,20382463,20.529339
"2014-06-19",28.178368,28.187857,27.988615,28.074003,21404527,20.446423
"2014-06-20",28.216318,28.387096,28.111954,28.254269,32993362,20.577703
"2014-06-23",28.282732,28.320683,27.827324,27.941175,26548679,20.349682
"2014-06-24",27.922201,27.969639,27.798861,27.798861,24615221,20.246027
"2014-06-25",27.656546,28.311195,27.656546,28.273245,33219972,20.59153
"2014-06-26",28.197344,28.263758,27.969639,28.074003,20523699,20.446423
"2014-06-27",28.149904,28.225805,27.969639,28.149904,32328815,20.501696
"2014-06-30",28.235294,28.311195,28.102467,28.159393,21430033,20.508608
"2014-07-01",28.092979,28.671726,28.074003,28.538898,26982611,20.785007
"2014-07-02",28.519924,28.861481,28.462997,28.814041,19500792,20.985394
"2014-07-03",29.041746,29.07021,28.73814,28.965843,15654957,21.095953
"2014-07-07",28.927895,29.06072,28.823528,28.927895,18543444,21.068314
"2014-07-08",28.918406,28.927895,28.481974,28.605312,23652182,20.83337
"2014-07-09",28.576851,28.652752,28.36812,28.510435,21795982,20.764275
"2014-07-10",28.235294,28.50095,28.064516,28.462997,21200367,20.729727
"2014-07-11",28.50095,28.576851,28.273245,28.529411,19350913,20.778101
"2014-07-14",28.643265,28.776091,28.557875,28.690702,21589820,20.895555
"2014-07-15",28.652752,29.051233,28.652752,28.851992,32000494,21.013029
"2014-07-16",28.946869,29.383303,28.814041,29.373814,37260165,21.393084
"2014-07-17",29.222012,29.705881,28.956356,28.984819,34447039,21.10977
"2014-07-18",28.965843,29.174574,28.78558,29.155598,25720973,21.234148
"2014-07-21",28.870968,29.07021,28.747627,28.795067,23992624,20.971571
"2014-07-22",28.984819,29.136621,28.842505,28.927895,19754384,21.068314
"2014-07-23",29.117647,29.117647,28.766603,28.833017,22255632,20.99921
"2014-07-24",28.814041,29.003796,28.766603,28.78558,15640306,20.964668
"2014-07-25",28.766603,28.795067,28.538898,28.643265,15284581,20.861013
"2014-07-28",28.263758,28.624289,28.254269,28.557875,28762290,20.79883
"2014-07-29",28.776091,28.927895,28.16888,28.206831,39960934,20.543161
"2014-07-30",27.998102,28.026566,27.542694,27.760912,35826092,20.39677
"2014-07-31",27.760912,27.817837,27.229603,27.229603,40419003,20.006403
"2014-08-01",27.229603,27.609108,27.220114,27.381405,33034046,20.117935
"2014-08-04",27.466793,27.47628,27.134726,27.27704,25448514,20.041254
"2014-08-05",27.115749,27.239088,26.840607,26.954458,29181571,19.804247
"2014-08-06",26.850096,26.935484,26.650854,26.83112,24642731,19.713629
"2014-08-07",26.982922,26.982922,26.489565,26.603416,32163126,19.546326
"2014-08-08",26.641365,26.944971,26.442125,26.888046,31736256,19.755451
"2014-08-11",27.068312,27.125237,26.745731,26.802656,23246813,19.692713
"2014-08-12",26.812143,26.907021,26.593927,26.641365,21536277,19.574205
"2014-08-13",26.802656,26.982922,26.736242,26.764706,18397886,19.664827
"2014-08-14",26.812143,27.314991,26.726755,27.258064,21074730,20.027315
"2014-08-15",27.381405,27.419355,26.954458,27.172676,22910482,19.964581
"2014-08-18",27.27704,27.457306,27.220114,27.362429,24209958,20.103992
"2014-08-19",27.485769,27.542694,27.220114,27.457306,19869376,20.173698
"2014-08-20",27.352942,27.495256,27.267551,27.409866,15844677,20.138847
"2014-08-21",27.43833,27.504744,27.267551,27.343454,25687561,20.09005
"2014-08-22",27.381405,27.495256,27.343454,27.43833,17231635,20.15976
"2014-08-25",27.447819,27.599621,27.428843,27.428843,17833680,20.152794
"2014-08-26",27.542694,27.80835,27.47628,27.713472,18120790,20.361917
"2014-08-27",27.960152,28.055029,27.865274,27.979128,24440679,20.5571
"2014-08-28",27.922201,28.149904,27.855787,27.874763,21716616,20.480421
"2014-08-29",27.950665,27.979128,27.789373,27.884251,17690863,20.487394
"2014-09-02",27.713472,27.903227,27.666035,27.760912,21837721,20.39677
"2014-09-03",27.941175,28.017078,27.732449,27.893738,22258477,20.494362
"2014-09-04",28.017078,28.036053,27.798861,27.865274,23582301,20.473452
"2014-09-05",27.798861,28.140417,27.713472,28.13093,18518885,20.668634
"2014-09-08",28.064516,28.13093,27.798861,27.893738,15416963,20.494362
"2014-09-09",27.912712,27.931688,27.52372,27.732449,22808560,20.375854
"2014-09-10",27.751423,28.017078,27.666035,27.931688,20482804,20.522243
"2014-09-11",27.884251,28.121443,27.779886,28.111954,19628537,20.65469
"2014-09-12",27.960152,28.08349,27.836811,27.922201,19187754,20.515274
"2014-09-15",27.931688,28.387096,27.874763,28.387096,25633912,20.856848
"2014-09-16",28.41556,28.576851,28.225805,28.510435,20662194,20.947472
"2014-09-17",28.643265,28.908918,28.557875,28.795067,27632191,21.156593
"2014-09-18",28.851992,29.146111,28.78558,29.013283,27852793,21.316923
"2014-09-19",29.184061,29.259962,28.709677,28.842505,36913399,21.191442
"2014-09-22",28.709677,28.814041,28.444023,28.633776,26223731,21.038086
"2014-09-23",28.301708,28.681213,27.988615,28.510435,30758460,20.947472
"2014-09-24",28.567362,28.889942,28.529411,28.757116,23272847,21.12871
"2014-09-25",28.776091,28.814041,28.434534,28.444023,23822086,20.89867
"2014-09-26",28.434534,28.444023,28.045542,28.197344,25074238,20.717432
"2014-09-29",28.149904,28.311195,28.055029,28.244781,21048169,20.752285
"2014-09-30",28.244781,28.45351,28.036053,28.055029,27046167,20.612865
"2014-10-01",27.865274,27.903227,27.533207,27.656546,37825847,20.320087
"2014-10-02",27.666035,27.789373,27.409866,27.571157,29724908,20.257353
"2014-10-03",27.789373,27.80835,27.514231,27.72296,25378107,20.368887
