"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2015-08-07",99.019997,99.07,98.160004,98.849998,6027900,80.875282
"2015-08-10",99.57,100.059998,99.449997,99.790001,6133500,81.644348
"2015-08-11",99.050003,99.339996,98.769997,99.010002,6682600,81.00618
"2015-08-12",98.400002,98.730003,97.410004,98.709999,7462400,80.760742
"2015-08-13",98.739998,98.980003,98.150002,98.480003,5048000,80.572571
"2015-08-14",98.330002,98.830002,97.870003,98.809998,5177300,80.842545
"2015-08-17",98.440002,99.879997,98.059998,99.870003,6901800,81.709808
"2015-08-18",99.239998,99.68,99.019997,99.370003,7618800,81.300713
"2015-08-19",99.18,99.989998,98.779999,99.309998,7642400,81.251648
"2015-08-20",98.949997,100.120003,98.790001,98.790001,10620400,80.826187
"2015-08-21",97.220001,98.519997,95.510002,95.559998,16141500,78.781631
"2015-08-24",91.080002,95.209999,81.790001,92.82,25636300,76.52269
"2015-08-25",95.690002,95.699997,90.400002,90.730003,15671100,74.799652
"2015-08-26",92.910004,95.220001,91.459999,95.110001,14738300,78.410629
"2015-08-27",96.099998,96.400002,94.349998,96.220001,11131200,79.325752
"2015-08-28",95.93,96.290001,94.379997,95.169998,9200300,78.460091
"2015-08-31",94.879997,95.169998,93.580002,93.980003,9083500,77.479027
"2015-09-01",92.290001,92.889999,91.459999,92.089996,14593500,75.920883
"2015-09-02",93.169998,93.470001,92.5,93.349998,11517400,76.959663
"2015-09-03",93.660004,94.089996,92.260002,92.639999,9027200,76.374329
"2015-09-04",91.580002,91.879997,90.57,91.309998,10996800,75.27784
"2015-09-08",93.089996,93.980003,92.510002,93.940002,11394100,77.446068
"2015-09-09",94.989998,95.160004,92.029999,92.220001,7384500,76.028076
"2015-09-10",92.110001,93.480003,91.620003,92.720001,8359500,76.440269
"2015-09-11",92.440002,93,91.800003,92.93,7381300,76.613403
"2015-09-14",92.900002,93.910004,92.510002,93.32,7948700,76.934906
"2015-09-15",93.790001,94.75,93.190002,94.400002,7030700,77.825302
"2015-09-16",94.489998,94.82,93.82,94.610001,5630400,77.998436
"2015-09-17",94.529999,96.190002,94.32,94.839996,8258000,78.188034
"2015-09-18",94.080002,94.720001,93.25,93.389999,14211100,76.99263
"2015-09-21",93.870003,94.599998,92.370003,93.129997,7053700,76.77829
"2015-09-22",92.260002,93.440002,91.879997,93.239998,10618700,76.868958
"2015-09-23",93.209999,93.699997,92.559998,92.989998,5609300,76.662857
"2015-09-24",92.519997,92.940002,91.779999,92.480003,7407600,76.242424
"2015-09-25",92.93,93.129997,90.760002,91,10794400,75.022255
"2015-09-28",90.699997,92.07,89.900002,91.370003,14332800,75.327316
"2015-09-29",92.239998,93.839996,91.830002,93.040001,11520000,76.704079
"2015-09-30",94.129997,94.470001,92.589996,93.349998,10970100,76.959663
"2015-10-01",93.43,93.849998,91.760002,93.169998,9675900,76.811256
"2015-10-02",92.139999,93.970001,91.839996,93.93,8368100,77.43782
"2015-10-05",94.190002,94.82,94.080002,94.760002,9419200,78.122093
"2015-10-06",94.519997,94.660004,92.580002,93.419998,8365200,77.017357
"2015-10-07",94.260002,95.419998,93.440002,94.980003,9397300,78.303467
"2015-10-08",94.709999,95.199997,93.809998,95.080002,7090700,78.38588
"2015-10-09",95.139999,95.959999,94.779999,95.370003,8259700,78.624969
"2015-10-12",95.07,96.470001,94.980003,95.989998,8957900,79.136124
"2015-10-13",94.790001,96.230003,94.309998,95.449997,12761900,78.690933
"2015-10-14",95.209999,95.959999,94.120003,94.529999,8881900,77.932465
"2015-10-15",95,97.349998,94.860001,97.150002,9561900,80.092461
"2015-10-16",97.870003,98.309998,97.400002,98.239998,9495300,80.991081
"2015-10-19",98.050003,98.199997,97.309998,97.940002,8725400,80.743752
"2015-10-20",97.949997,98.25,97.309998,97.589996,6041800,80.4552
"2015-10-21",97.639999,98.220001,97.07,97.629997,7059800,80.488174
"2015-10-22",97.849998,99.809998,97.129997,99.529999,9887900,82.054581
"2015-10-23",99.879997,100.879997,99.529999,100.309998,9178900,82.697594
"2015-10-26",100.050003,100.279999,99.489998,99.940002,7561600,82.392563
"2015-10-27",99.919998,100.900002,99.699997,100.190002,8883200,82.598694
"2015-10-28",100.449997,100.480003,99.5,100.480003,7256300,82.837784
"2015-10-29",100.470001,101.529999,100.120003,101.370003,6340700,83.571518
"2015-10-30",101.529999,102.120003,101.010002,101.029999,10520300,83.291199
"2015-11-02",101.18,102.339996,100.839996,102.169998,6297900,84.231018
"2015-11-03",101.839996,102.300003,101.110001,101.959999,6229200,84.057915
"2015-11-04",101.900002,102.389999,101.690002,101.940002,5592300,84.041435
"2015-11-05",102.25,102.489998,101.419998,102.330002,6545600,84.362953
"2015-11-06",101.57,101.919998,100.860001,101.919998,6221100,84.024933
"2015-11-09",101.389999,101.589996,100.550003,100.839996,6625900,83.13456
"2015-11-10",101,101.760002,100.68,101.449997,5114200,83.637459
"2015-11-11",101.779999,102.360001,101.5,101.860001,6284700,83.975464
"2015-11-12",101.139999,101.610001,100.220001,100.269997,6918700,82.664673
"2015-11-13",100.040001,100.940002,99.739998,99.879997,8517500,82.343109
"2015-11-16",100.379997,101.290001,100.040001,101.220001,5755800,83.447838
"2015-11-17",100.379997,101.709999,100.379997,101.5,5124000,83.67868
"2015-11-18",101.529999,102.800003,101.309998,102.669998,7148400,84.643272
"2015-11-19",102.660004,102.68,102.059998,102.489998,5164500,84.494843
"2015-11-20",102.489998,102.800003,102.199997,102.480003,7671500,85.109428
"2015-11-23",102.389999,103,102.190002,102.769997,6730600,85.350266
"2015-11-24",101.809998,102.790001,101.809998,102.040001,7492400,84.743996
"2015-11-25",102.169998,102.330002,101.959999,101.959999,5400800,84.677582
"2015-11-27",102.279999,102.620003,101.790001,102.370003,2353800,85.018074
"2015-11-30",102.480003,102.480003,101.239998,101.239998,8983700,84.079613
"2015-12-01",101.730003,102.489998,101.120003,102.360001,7545700,85.009766
"2015-12-02",102.5,102.93,101.989998,102.050003,6623500,84.752312
"2015-12-03",102.269997,102.370003,100.309998,100.790001,12008700,83.705879
"2015-12-04",101.400002,103,101.279999,102.949997,7845400,85.499756
"2015-12-07",102.610001,103.489998,102.599998,103.32,7262900,85.807045
"2015-12-08",102.980003,103.239998,101.910004,102.419998,8005400,85.059586
"2015-12-09",102.139999,103.339996,101.669998,102.150002,7947000,84.835358
"2015-12-10",102.300003,103.339996,101.800003,102.639999,6479300,85.242317
"2015-12-11",102.370003,102.370003,101.43,101.68,7796500,84.445023
"2015-12-14",101.650002,102.290001,100.779999,102.150002,10641500,84.835358
"2015-12-15",102.650002,104.690002,102.650002,104.129997,9283200,86.479736
"2015-12-16",104.639999,105.489998,103.519997,105.25,8178800,87.409897
"2015-12-17",105.160004,105.260002,103.629997,103.639999,8740800,86.0728
"2015-12-18",103.080002,103.080002,101.949997,101.949997,14966000,84.669258
"2015-12-21",102.339996,102.919998,100.849998,101.580002,8321900,84.361977
"2015-12-22",101.910004,102.879997,101.150002,102.709999,5581600,85.300438
"2015-12-23",103.110001,103.669998,102.739998,103.489998,5531700,85.948227
"2015-12-24",103.120003,103.910004,103.010002,103.720001,2546300,86.139236
"2015-12-28",103.18,103.470001,102.93,103.220001,4063000,85.723999
"2015-12-29",103.339996,104.190002,103.339996,104.029999,4230000,86.396713
"2015-12-30",104.110001,104.339996,103.529999,103.779999,3847800,86.189064
"2015-12-31",103.370003,103.620003,102.690002,102.720001,4592600,85.308754
"2016-01-04",101.709999,101.809998,99.449997,100.480003,12722800,83.448425
"2016-01-05",100.580002,101.440002,100.57,100.900002,6467200,83.797241
"2016-01-06",99.82,100.970001,99.599998,100.389999,7733800,83.373688
"2016-01-07",99.309998,100.089996,98.879997,99.220001,9433100,82.402016
"2016-01-08",99.879997,99.940002,97.849998,98.160004,9766700,81.521645
"2016-01-11",98.239998,98.629997,96.080002,97.57,8151400,81.031677
"2016-01-12",97.989998,98.629997,97.239998,98.239998,6745000,81.588089
"2016-01-13",98.489998,98.980003,96.839996,97.019997,8290700,80.574898
"2016-01-14",97.099998,99.470001,97,98.889999,10164300,82.127937
"2016-01-15",96.370003,98,96.25,97,12662200,80.558304
"2016-01-19",97.93,98.410004,96.900002,97.5,12457800,80.973526
"2016-01-20",96.110001,97.279999,94.529999,95.75,12685200,79.520187
"2016-01-21",95.769997,96.639999,94.279999,95.940002,11266400,79.677971
"2016-01-22",97.019997,97.089996,95.949997,96.75,8380000,80.350677
"2016-01-25",96.720001,97.690002,96.040001,96.400002,9350200,80.05999
"2016-01-26",97.260002,101.339996,97.139999,101.18,17266600,84.029793
"2016-01-27",100.489998,103.379997,100.489998,102.160004,19330500,84.843666
"2016-01-28",102.5,103.040001,101.849998,102.269997,12789500,84.935013
"2016-01-29",102.889999,104.75,102.629997,104.440002,15614600,86.737206
"2016-02-01",103.610001,104.790001,103.220001,104.370003,9803700,86.679062
"2016-02-02",103.300003,104.260002,103,103.410004,10616300,85.881805
"2016-02-03",103.650002,104.379997,102.010002,104.139999,10168600,86.488029
"2016-02-04",103.610001,104.089996,102.730003,103.900002,10389000,86.288742
"2016-02-05",102.660004,102.769997,99.779999,100.540001,15522200,83.498276
"2016-02-08",100.309998,103.510002,100.220001,102,14323800,84.710777
"2016-02-09",101.309998,102.239998,100.970001,101.970001,10044500,84.685867
"2016-02-10",102.050003,102.910004,101.370003,101.730003,9833100,84.486549
"2016-02-11",100.459999,102.019997,99.980003,101.699997,12465800,84.461639
"2016-02-12",101.82,101.980003,100.720001,101.82,9035000,84.56131
"2016-02-16",102.370003,103.050003,101.650002,102.32,10452800,84.97654
"2016-02-17",102.75,103.239998,102.230003,102.5,8904000,85.126038
"2016-02-18",102.830002,104.68,102.5,104.239998,10744600,86.571106
"2016-02-19",103.580002,104.68,103.379997,104.160004,9343300,87.131577
"2016-02-22",104.160004,104.75,104.050003,104.75,6947000,87.625114
"2016-02-23",104.650002,104.790001,103.959999,104.080002,6629200,87.064667
"2016-02-24",103.339996,105.080002,102.970001,104.959999,9076100,87.800766
"2016-02-25",104.949997,106.389999,104.769997,106.379997,8092500,88.988655
"2016-02-26",106.82,106.919998,105.419998,105.779999,9049400,88.486725
"2016-02-29",105.279999,106.199997,105.040001,105.209999,10111100,88.009903
"2016-03-01",105.900002,107.239998,105.440002,107.220001,8298500,89.691307
"2016-03-02",106.910004,107.410004,106.43,107.040001,9767000,89.540733
"2016-03-03",106.82,107,105.629997,106.650002,6927200,89.214516
"2016-03-04",106.510002,106.980003,106.07,106.5,6715700,89.08902
"2016-03-07",106,106.919998,105.489998,106.739998,6973500,89.289803
"2016-03-08",106.519997,106.769997,105.970001,106.220001,7632900,88.85479
"2016-03-09",106.839996,107.019997,106.089996,106.839996,7564200,89.373428
"2016-03-10",106.989998,107.480003,106.07,107.139999,10474700,89.62439
"2016-03-11",107.5,107.989998,107.209999,107.709999,7763800,90.101212
"2016-03-14",107.919998,108.300003,107.309998,107.660004,7242800,90.059364
"2016-03-15",107.620003,108.349998,106.760002,107.760002,8476600,90.143044
"2016-03-16",107.730003,107.779999,106.879997,107.410004,7065100,89.85025
"2016-03-17",107.470001,107.599998,106.449997,106.739998,8571100,89.289803
"2016-03-18",106.989998,107.839996,106.360001,107.5,14758300,89.925537
"2016-03-21",107.410004,107.75,106.550003,107.279999,7674700,89.741493
"2016-03-22",107.279999,107.629997,107.050003,107.379997,7821700,89.825142
"2016-03-23",107.290001,108.830002,107.199997,108.5,8191300,90.762047
"2016-03-24",108.220001,108.610001,107.75,108.309998,6284500,90.603096
"2016-03-28",108.410004,108.900002,108.059998,108.230003,4738100,90.536201
"2016-03-29",108.300003,109.25,107.739998,109.139999,6612800,91.297424
"2016-03-30",109.449997,109.559998,108.93,108.980003,5248200,91.163582
"2016-03-31",108.860001,108.980003,108.040001,108.199997,8167700,90.511093
"2016-04-01",108,109.290001,107.690002,109.190002,9043200,91.339249
"2016-04-04",108.82,109.099998,108.260002,108.589996,10668900,90.837349
"2016-04-05",108.230003,109.839996,108.010002,108.949997,7939000,91.138481
"2016-04-06",108.720001,109.5,107.879997,109.419998,6828700,91.531631
"2016-04-07",109,109.620003,108.629997,109.269997,7822900,91.406166
"2016-04-08",109.370003,109.639999,108.760002,109.099998,6301600,91.263962
"2016-04-11",109.150002,109.620003,108.650002,108.970001,6823900,91.15522
"2016-04-12",109,110.239998,108.75,109.599998,8412300,91.682213
"2016-04-13",110,110.349998,109.309998,109.870003,5758300,91.908081
"2016-04-14",110,110.290001,109.449997,109.839996,4457100,91.882965
"2016-04-15",110.07,110.400002,109.5,110.18,10057900,92.167404
"2016-04-18",110,111.099998,109.669998,110.93,7772500,92.794792
"2016-04-19",111.650002,113.949997,111.480003,112.68,10526400,94.258682
"2016-04-20",113.190002,114.190002,113.050003,113.580002,8213400,95.011551
"2016-04-21",113.309998,113.730003,112.769997,113.57,7884500,95.003174
"2016-04-22",113.43,113.75,112.830002,113.32,7508700,94.794067
"2016-04-25",113.309998,113.550003,112.480003,113.510002,6139900,94.95298
"2016-04-26",113.449997,113.559998,112.650002,112.910004,5853600,94.45108
"2016-04-27",112.959999,113.199997,112.459999,112.769997,5759300,94.333969
"2016-04-28",112.099998,112.709999,111.639999,112.480003,6640000,94.091408
"2016-04-29",112.059998,112.220001,111.510002,112.080002,7774500,93.75676
"2016-05-02",112.220001,112.790001,111.93,112.75,5178800,94.317245
"2016-05-03",112.559998,113.099998,112.120003,112.690002,7554500,94.267044
"2016-05-04",112.040001,112.540001,111.699997,112.220001,5214600,93.873894
"2016-05-05",112.080002,113.099998,112.040001,112.879997,5404300,94.425987
"2016-05-06",112.580002,113.050003,112.279999,112.739998,6099900,94.308868
"2016-05-09",112.980003,113.989998,112.730003,113.720001,6512700,95.128662
"2016-05-10",114,115,113.919998,114.669998,8356400,95.92337
"2016-05-11",114.57,114.760002,114.309998,114.370003,6680700,95.672394
"2016-05-12",114.5,114.760002,113.540001,114.230003,7156300,95.555298
"2016-05-13",113.900002,114.089996,113.360001,113.559998,6779900,94.994827
"2016-05-16",113.389999,114.629997,113.309998,114.440002,6222900,95.730957
"2016-05-17",114.540001,114.559998,113.239998,113.830002,9233900,95.22068
"2016-05-18",113.610001,114.029999,112.879997,113.589996,8267900,95.019928
"2016-05-19",112.989998,113.040001,112.199997,112.849998,8232200,94.400894
"2016-05-20",112.199997,112.919998,111.760002,112.639999,7435200,94.897957
"2016-05-23",112.769997,112.82,112.040001,112.160004,6462300,94.493576
"2016-05-24",112.519997,113.5,112.519997,112.690002,6125300,94.940102
"2016-05-25",113.18,113.730003,112.849998,113.349998,5453800,95.49614
"2016-05-26",113.110001,113.32,112.849998,112.900002,3973600,95.11702
"2016-05-27",113.040001,113.339996,112.690002,113.059998,4647000,95.251816
"2016-05-31",113.260002,113.629997,112.32,112.690002,10104700,94.940102
"2016-06-01",112.690002,113.059998,112.07,112.779999,4748900,95.0159
"2016-06-02",112.870003,114.650002,112.860001,114.489998,7310800,96.456566
"2016-06-03",114.470001,115.389999,114.120003,114.760002,6881700,96.684021
"2016-06-06",114.970001,116,114.93,115.769997,6349400,97.53495
"2016-06-07",116.010002,116.230003,115.449997,115.730003,6417400,97.501259
"2016-06-08",115.519997,115.949997,115.410004,115.800003,5863800,97.560234
"2016-06-09",115.779999,117.190002,115.610001,117,7375500,98.57122
"2016-06-10",116.739998,117.230003,116.360001,117.010002,6067400,98.579659
"2016-06-13",117.129997,117.639999,116.790001,116.790001,7940900,98.394279
"2016-06-14",116.449997,117.18,116.300003,117.120003,6378400,98.672333
"2016-06-15",117.639999,117.739998,116.339996,116.410004,6371400,98.074158
"2016-06-16",115.690002,116.889999,115.220001,116.639999,6664300,98.267914
"2016-06-17",116.620003,116.669998,115.010002,115.480003,10702200,97.290642
"2016-06-20",116.599998,117.139999,116.43,116.540001,5588200,98.183678
"2016-06-21",116.989998,117.150002,116.18,116.18,5493500,97.880363
"2016-06-22",116.540001,117.209999,116.309998,116.459999,5833800,98.11628
"2016-06-23",117.199997,117.379997,116.68,117.379997,6775900,98.891357
"2016-06-24",115.07,117.120003,115,115.629997,13939500,97.416985
"2016-06-27",115,116.639999,115,116.550003,10877400,98.192093
"2016-06-28",117.169998,118.370003,116.550003,118.230003,10089600,99.60746
"2016-06-29",118.839996,119.410004,118.099998,119.330002,8341500,100.534233
"2016-06-30",119.18,121.410004,119.160004,121.300003,11559900,102.193924
"2016-07-01",121.300003,121.540001,120.790001,121.290001,7051400,102.185509
"2016-07-05",121.360001,123.230003,121.339996,122.269997,9334100,103.011131
"2016-07-06",121.93,122.660004,121.540001,122.639999,9332400,103.322853
"2016-07-07",122.589996,122.809998,122.010002,122.510002,6058700,103.213318
"2016-07-08",123,123.099998,121.959999,122.849998,6129900,103.499786
"2016-07-11",122.709999,123.449997,122.410004,122.93,6711600,103.567192
"2016-07-12",122.650002,123.199997,122.610001,122.919998,6415900,103.558739
"2016-07-13",122.68,123.400002,122.300003,123,5230800,103.626152
"2016-07-14",122.980003,123.739998,122.910004,123.18,5322700,103.777809
"2016-07-15",123.769997,124.300003,122.709999,123,7192800,103.626152
"2016-07-18",123,123.220001,122.440002,123.139999,6599200,103.74411
"2016-07-19",124.779999,125.75,123.339996,125.25,11325700,105.521736
"2016-07-20",125.839996,126.07,125.040001,125.139999,7334600,105.429077
"2016-07-21",125.209999,125.739998,124.889999,125.150002,5492600,105.437515
"2016-07-22",125.120003,125.349998,124.650002,125.029999,5839200,105.336403
"2016-07-25",125.07,125.129997,124.139999,124.889999,4880600,105.21846
"2016-07-26",125.029999,125.550003,124.75,125.150002,5589900,105.437515
"2016-07-27",125.099998,125.230003,124.339996,124.769997,4812600,105.117348
"2016-07-28",124.980003,125,124.410004,124.459999,4320400,104.856186
"2016-07-29",124.339996,125.32,124.339996,125.230003,7020900,105.504936
"2016-08-01",125.309998,125.709999,125.099998,125.400002,4615100,105.64814
"2016-08-02",125.650002,125.900002,124.480003,124.849998,7158700,105.184753
"2016-08-03",125,125,123.690002,123.900002,5310600,104.384399
"2016-08-04",124.239998,124.389999,123.639999,123.860001,4728200,104.350677
"2016-08-05",124.379997,124.379997,123.760002,124.239998,5146900,104.670837
"2016-08-08",124,124.150002,123.230003,123.650002,5232500,104.173767
"2016-08-09",123.910004,124,123.330002,123.43,3941500,103.988411
"2016-08-10",123.589996,123.779999,123.239998,123.360001,4333500,103.929466
"2016-08-11",123.849998,124.139999,123.470001,123.769997,4052000,104.274887
"2016-08-12",123.470001,123.769997,122.949997,123.220001,4234800,103.811501
"2016-08-15",123.120003,123.269997,122.279999,122.309998,6469500,103.044838
"2016-08-16",122.110001,122.32,120.059998,120.330002,11289100,101.376709
"2016-08-17",120.5,121.330002,119.849998,121.309998,10442800,102.202339
"2016-08-18",121.169998,121.389999,119.900002,120.720001,8728000,101.705284
"2016-08-19",119.910004,119.989998,119.32,119.919998,7798300,101.705269
"2016-08-22",119.900002,119.900002,118.949997,119.129997,6544900,101.035263
"2016-08-23",119.669998,119.959999,119.019997,119.440002,5603200,101.298187
"2016-08-24",119.480003,119.610001,118.620003,118.709999,6303900,100.679062
"2016-08-25",118.860001,119.209999,118.330002,118.57,5566000,100.560326
"2016-08-26",118.839996,119.739998,118.559998,119.040001,6482700,100.958954
"2016-08-29",119.300003,120.129997,119.059998,119.919998,5074900,101.705269
"2016-08-30",120.669998,120.669998,119.260002,119.470001,3820500,101.323639
"2016-08-31",119.540001,119.620003,119.010002,119.339996,5693100,101.213364
"2016-09-01",119.190002,119.389999,118.599998,119.080002,4551800,100.992859
"2016-09-02",119.360001,119.809998,118.900002,119.32,5806400,101.196411
"2016-09-06",119.779999,119.970001,119.360001,119.75,5280700,101.561081
"2016-09-07",119.839996,119.949997,119.440002,119.610001,4753800,101.442368
"2016-09-08",119.370003,119.82,119.139999,119.470001,4833000,101.323639
"2016-09-09",119.029999,119.160004,118.18,118.230003,7957300,100.27195
"2016-09-12",117.760002,119.449997,117.379997,119.160004,7239800,101.060699
"2016-09-13",118.419998,118.830002,117.489998,117.610001,7957900,99.746155
"2016-09-14",117.849998,118.330002,117.459999,117.860001,6124900,99.958168
"2016-09-15",117.809998,118.940002,117.32,118.629997,5812100,100.611214
"2016-09-16",118.510002,119.139999,118.120003,118.25,12408800,100.288933
"2016-09-19",118.360001,118.660004,117.639999,117.660004,5457600,99.788536
"2016-09-20",118.169998,118.239998,117.690002,117.949997,5187700,100.034508
"2016-09-21",117.949997,119,117.639999,118.910004,6337300,100.848701
"2016-09-22",119.25,119.839996,119.139999,119.459999,5340500,101.31514
"2016-09-23",119.410004,119.599998,118.709999,118.809998,4773000,100.763878
"2016-09-26",118.629997,118.639999,117.559998,117.779999,5998900,99.89032
"2016-09-27",118.389999,119.220001,117.720001,119.220001,5349500,101.111595
"2016-09-28",119.050003,119.519997,118.809998,119.389999,5076100,101.255791
"2016-09-29",118.879997,119.269997,117.040001,117.269997,6190200,99.457779
"2016-09-30",117.779999,118.620003,117.389999,118.129997,7941100,100.187157
"2016-10-03",118,119.010002,117.43,118.809998,6098600,100.763878
"2016-10-04",118.839996,119.480003,118.279999,118.82,5733900,100.772354
"2016-10-05",119.220001,119.440002,118.599998,119.18,5778700,101.07766
"2016-10-06",118.5,118.849998,117.919998,118.75,4448500,100.712997
"2016-10-07",119.169998,119.57,118.690002,119.239998,4799300,101.128578
"2016-10-10",119.510002,120.199997,119.349998,119.800003,3657000,101.603516
"2016-10-11",119.410004,119.629997,117.059998,117.639999,6394200,99.771591
"2016-10-12",117.959999,118.43,117.5,117.970001,4685200,100.051453
"2016-10-13",117.540001,119.199997,117.279999,118.260002,7387400,100.297401
"2016-10-14",118.5,118.800003,117.559998,117.559998,5640500,99.703743
"2016-10-17",117.5,118.550003,117.5,118.489998,6956400,100.49247
"2016-10-18",117.379997,118.480003,115.160004,115.410004,12598300,97.880295
"2016-10-19",115.57,115.889999,114.459999,114.589996,7400900,97.184853
"2016-10-20",114.830002,115.699997,114.589996,114.870003,6973000,97.422325
"2016-10-21",114.110001,114.239998,112.989998,113.440002,8422000,96.209518
"2016-10-24",113.93,114.190002,113.440002,113.610001,6141900,96.353706
"2016-10-25",113.639999,114.160004,113.089996,113.959999,5595000,96.650528
"2016-10-26",113.639999,115.220001,113.599998,114.559998,6429200,97.159416
"2016-10-27",114.980003,116.550003,114.790001,115.699997,7548700,98.126266
"2016-10-28",115.82,115.910004,114.57,115.330002,8813300,97.812469
"2016-10-31",115.279999,116.230003,114.5,115.989998,8552500,98.372208
"2016-11-01",114.760002,115.940002,114.629997,115.339996,7591900,97.820938
"2016-11-02",115.519997,115.760002,114.830002,114.860001,6591300,97.413849
"2016-11-03",114.879997,115.440002,114.75,115.029999,6227100,97.558022
"2016-11-04",115.040001,115.940002,115.040001,115.110001,7160600,97.625862
"2016-11-07",115.889999,116.720001,115.839996,116.660004,6398200,98.940437
"2016-11-08",116.480003,117.57,116.470001,117.050003,6675300,99.271194
"2016-11-09",120,122.5,118.099998,120.309998,16220000,102.036026
"2016-11-10",120.769997,121.099998,119.019997,119.540001,11904500,101.382988
"2016-11-11",119.489998,119.489998,118.129997,118.470001,8134800,100.475525
"2016-11-14",118.580002,118.989998,116.5,116.599998,10054900,98.889549
"2016-11-15",116.400002,116.690002,115.82,116.32,7446700,98.652077
"2016-11-16",116.650002,116.779999,116.080002,116.360001,6594800,98.686012
"2016-11-17",116.68,116.68,116.120003,116.57,5730300,98.864105
"2016-11-18",115.790001,115.919998,114.809998,115.360001,7717800,98.514
"2016-11-21",115.440002,115.68,114.800003,115,5843300,98.206551
"2016-11-22",114.589996,115,112.269997,112.739998,11649700,96.276573
"2016-11-23",112.25,113.43,111.559998,113.07,7892600,96.558388
"2016-11-25",113.599998,114.230003,113.379997,114.129997,3433300,97.463608
"2016-11-28",113.790001,114.120003,113.050003,113.129997,9065700,96.609627
"2016-11-29",112.949997,113.410004,112.169998,112.480003,7799600,96.05455
"2016-11-30",112.190002,112.519997,111.300003,111.300003,11178500,95.046852
"2016-12-01",111.360001,111.540001,111,111.379997,8143300,95.115181
"2016-12-02",111.720001,112.529999,111.440002,111.959999,6167700,95.610489
"2016-12-05",112.400002,112.419998,111.730003,111.940002,5451600,95.593414
"2016-12-06",112.239998,113.199997,111.849998,112.059998,6530400,95.695885
"2016-12-07",111.889999,111.889999,109.32,111.099998,11761100,94.876068
"2016-12-08",110.540001,111.199997,109.93,110.989998,7774900,94.782127
"2016-12-09",111.410004,112.43,111.199997,112.260002,7672100,95.866661
"2016-12-12",112.690002,115.400002,112.580002,115.360001,9544600,98.514
"2016-12-13",115.529999,115.970001,115.010002,115.889999,7051600,98.966614
"2016-12-14",116.120003,117.300003,114.580002,114.989998,9378700,98.198021
"2016-12-15",115.330002,115.919998,114.889999,115.889999,6738100,98.966614
"2016-12-16",116.410004,116.459999,115.459999,115.879997,11291100,98.958046
"2016-12-19",116.07,116.660004,115.940002,116.019997,6310800,99.077599
"2016-12-20",115.980003,116.25,114.910004,115.660004,5715200,98.770195
"2016-12-21",116.199997,116.199997,114.739998,115.309998,5907600,98.471283
"2016-12-22",115,115.529999,113.879997,115.440002,4602300,98.582291
"2016-12-23",115.400002,116.32,115.300003,115.959999,2992500,99.02636
"2016-12-27",115.889999,116,115.379997,115.910004,3232600,98.983688
"2016-12-28",115.879997,116.160004,115.050003,115.099998,3278300,98.291939
"2016-12-29",115.230003,115.870003,115.010002,115.489998,2993600,98.625
"2016-12-30",115.800003,115.989998,114.980003,115.209999,5506700,98.385895
"2017-01-03",115.779999,116,115.230003,115.839996,5953000,98.923882
"2017-01-04",115.5,116.230003,115.309998,115.650002,5828900,98.76165
"2017-01-05",116,116.970001,115.440002,116.860001,6217200,99.794937
"2017-01-06",116.669998,117,115.760002,116.300003,5221400,99.316711
"2017-01-09",116.349998,116.610001,115.889999,116.279999,5457500,99.299614
"2017-01-10",116.029999,117,115.870003,116.160004,5312800,99.197159
"2017-01-11",116.080002,116.25,114.019997,114.730003,8887200,97.97599
"2017-01-12",114.269997,114.730003,113.370003,114.620003,6627300,97.882072
"2017-01-13",114.940002,115.019997,114.440002,114.599998,4935200,97.864967
"2017-01-17",113.940002,115.050003,113.669998,114.870003,6255400,98.095535
"2017-01-18",114.870003,115.099998,114.410004,114.699997,5014600,97.950363
"2017-01-19",114.68,114.900002,113.919998,114.199997,5540800,97.523369
"2017-01-20",114.489998,115.029999,114.080002,114.150002,7502400,97.480682
"2017-01-23",114.510002,114.769997,113.800003,113.910004,7989800,97.275742
"2017-01-24",112.910004,113.300003,111.150002,111.760002,12450300,95.439674
"2017-01-25",111.93,112.800003,110.760002,112.800003,9385500,96.32782
"2017-01-26",112,112.839996,111.599998,111.839996,10164300,95.507996
"2017-01-27",112,113.540001,111.900002,113.379997,8886100,96.823105
"2017-01-30",113.400002,113.599998,112.849998,113.129997,6969400,96.609627
"2017-01-31",112.790001,113.400002,112.43,113.25,8713400,96.712105
"2017-02-01",112.480003,113.32,112.470001,113.230003,7082300,96.69503
"2017-02-02",112.82,113.620003,112.769997,113.57,7826300,96.985382
"2017-02-03",113.5,113.660004,112.660004,113.639999,7267600,97.045151
"2017-02-06",113.459999,113.589996,112.620003,113.400002,6178400,96.840202
"2017-02-07",113.599998,113.620003,113.050003,113.480003,5507900,96.908531
"2017-02-08",113.300003,113.690002,113.150002,113.400002,5272000,96.840202
"2017-02-09",113.400002,114.650002,113.400002,114.080002,5854600,97.420921
"2017-02-10",114.32,115.989998,114.230003,115.239998,6438500,98.411514
"2017-02-13",115.279999,116.120003,115.220001,115.879997,5710800,98.958046
"2017-02-14",115.440002,116.400002,115.32,116.360001,5539100,99.36795
"2017-02-15",115.900002,117.459999,115.589996,117.199997,5979700,100.085297
