Date,Open,High,Low,Close
12/30/2022,"1,442.08","1,437.91","1,437.91","1,437.91"
12/29/2022,"1,424.67","1,443.56","1,443.56","1,443.56"
12/28/2022,"1,443.25","1,424.39","1,424.39","1,424.39"
12/27/2022,"1,440.50","1,443.24","1,443.24","1,443.24"
12/23/2022,"1,429.42","1,440.23","1,440.23","1,440.23"
12/22/2022,"1,448.85","1,429.99","1,429.99","1,429.99"
12/21/2022,"1,441.76","1,449.15","1,449.15","1,449.15"
12/20/2022,"1,440.45","1,445.04","1,445.04","1,445.04"
12/19/2022,"1,457.75","1,440.73","1,440.73","1,440.73"
12/16/2022,"1,479.67","1,456.58","1,456.58","1,456.58"
12/15/2022,"1,505.80","1,480.04","1,480.04","1,480.04"
12/14/2022,"1,515.00","1,506.28","1,506.28","1,506.28"
12/13/2022,"1,525.34","1,515.13","1,515.13","1,515.13"
12/12/2022,"1,498.06","1,523.99","1,523.99","1,523.99"
12/09/2022,"1,510.69","1,499.74","1,499.74","1,499.74"
12/08/2022,"1,486.68","1,511.48","1,511.48","1,511.48"
12/07/2022,"1,506.07","1,486.22","1,486.22","1,486.22"
12/06/2022,"1,522.98","1,506.15","1,506.15","1,506.15"
12/05/2022,"1,536.36","1,522.82","1,522.82","1,522.82"
12/02/2022,"1,535.28","1,540.52","1,540.52","1,540.52"
12/01/2022,"1,532.92","1,535.84","1,535.84","1,535.84"
11/30/2022,"1,496.00","1,532.86","1,532.86","1,532.86"
11/29/2022,"1,489.71","1,498.32","1,498.32","1,498.32"
11/28/2022,"1,499.72","1,489.16","1,489.16","1,489.16"
11/25/2022,"1,494.90","1,500.84","1,500.84","1,500.84"
11/23/2022,"1,490.14","1,494.94","1,494.94","1,494.94"
11/22/2022,"1,481.22","1,490.62","1,490.62","1,490.62"
11/21/2022,"1,485.28","1,481.19","1,481.19","1,481.19"
11/18/2022,"1,481.53","1,485.71","1,485.71","1,485.71"
11/17/2022,"1,489.02","1,479.55","1,479.55","1,479.55"
11/16/2022,"1,490.96","1,491.04","1,491.04","1,491.04"
11/15/2022,"1,488.16","1,490.92","1,490.92","1,490.92"
11/14/2022,"1,492.85","1,487.10","1,487.10","1,487.10"
11/11/2022,"1,476.39","1,493.21","1,493.21","1,493.21"
11/10/2022,"1,426.36","1,476.09","1,476.09","1,476.09"
11/09/2022,"1,433.40","1,424.56","1,424.56","1,424.56"
11/08/2022,"1,421.45","1,436.20","1,436.20","1,436.20"
11/07/2022,"1,428.77","1,421.12","1,421.12","1,421.12"
11/04/2022,"1,396.72","1,428.87","1,428.87","1,428.87"
11/03/2022,"1,386.57","1,391.53","1,391.53","1,391.53"
11/02/2022,"1,426.80","1,387.87","1,387.87","1,387.87"
11/01/2022,"1,426.16","1,425.63","1,425.63","1,425.63"
10/31/2022,"1,423.88","1,422.42","1,422.42","1,422.42"
10/28/2022,"1,386.84","1,425.15","1,425.15","1,425.15"
10/27/2022,"1,373.64","1,386.71","1,386.71","1,386.71"
10/26/2022,"1,377.90","1,372.57","1,372.57","1,372.57"
10/25/2022,"1,359.15","1,377.94","1,377.94","1,377.94"
10/24/2022,"1,374.50","1,359.04","1,359.04","1,359.04"
10/21/2022,"1,341.93","1,374.54","1,374.54","1,374.54"
10/20/2022,"1,346.72","1,342.07","1,342.07","1,342.07"
10/19/2022,"1,353.74","1,346.37","1,346.37","1,346.37"
10/18/2022,"1,338.50","1,354.14","1,354.14","1,354.14"
10/17/2022,"1,303.77","1,336.32","1,336.32","1,336.32"
10/14/2022,"1,327.13","1,302.63","1,302.63","1,302.63"
10/13/2022,"1,294.18","1,326.53","1,326.53","1,326.53"
10/12/2022,"1,277.48","1,295.06","1,295.06","1,295.06"
10/11/2022,"1,286.37","1,277.53","1,277.53","1,277.53"
10/10/2022,"1,297.04","1,286.69","1,286.69","1,286.69"
10/07/2022,"1,317.50","1,296.86","1,296.86","1,296.86"
10/06/2022,"1,336.60","1,317.90","1,317.90","1,317.90"
10/05/2022,"1,335.04","1,337.05","1,337.05","1,337.05"
10/04/2022,"1,287.06","1,335.47","1,335.47","1,335.47"
10/03/2022,"1,268.01","1,286.10","1,286.10","1,286.10"
09/30/2022,"1,297.99","1,266.37","1,266.37","1,266.37"
09/29/2022,"1,319.82","1,297.94","1,297.94","1,297.94"
09/28/2022,"1,292.36","1,320.18","1,320.18","1,320.18"
09/27/2022,"1,304.20","1,292.07","1,292.07","1,292.07"
09/26/2022,"1,305.07","1,301.26","1,301.26","1,301.26"
09/23/2022,"1,323.08","1,304.89","1,304.89","1,304.89"
09/22/2022,"1,368.98","1,323.51","1,323.51","1,323.51"
09/21/2022,"1,416.29","1,370.50","1,370.50","1,370.50"
09/20/2022,"1,424.36","1,416.00","1,416.00","1,416.00"
09/19/2022,"1,410.65","1,424.58","1,424.58","1,424.58"
09/16/2022,"1,431.84","1,411.34","1,411.34","1,411.34"
09/15/2022,"1,433.66","1,432.08","1,432.08","1,432.08"
09/14/2022,"1,404.24","1,433.34","1,433.34","1,433.34"
09/13/2022,"1,446.03","1,404.32","1,404.32","1,404.32"
09/12/2022,"1,436.27","1,448.90","1,448.90","1,448.90"
09/09/2022,"1,420.90","1,435.32","1,435.32","1,435.32"
09/08/2022,"1,400.73","1,420.68","1,420.68","1,420.68"
09/07/2022,"1,364.07","1,403.26","1,403.26","1,403.26"
09/06/2022,"1,364.07","1,364.14","1,364.14","1,364.14"
09/02/2022,"1,375.93","1,363.86","1,363.86","1,363.86"
09/01/2022,"1,364.86","1,375.30","1,375.30","1,375.30"
08/31/2022,"1,366.14","1,365.78","1,365.78","1,365.78"
08/30/2022,"1,384.36","1,368.27","1,368.27","1,368.27"
08/29/2022,"1,389.33","1,384.20","1,384.20","1,384.20"
08/26/2022,"1,438.92","1,389.55","1,389.55","1,389.55"
08/25/2022,"1,419.12","1,439.15","1,439.15","1,439.15"
08/24/2022,"1,406.39","1,418.46","1,418.46","1,418.46"
08/23/2022,"1,407.15","1,406.53","1,406.53","1,406.53"
08/22/2022,"1,442.96","1,407.13","1,407.13","1,407.13"
08/19/2022,"1,467.30","1,443.62","1,443.62","1,443.62"
08/18/2022,"1,466.16","1,469.33","1,469.33","1,469.33"
08/17/2022,"1,479.75","1,466.10","1,466.10","1,466.10"
08/16/2022,"1,466.81","1,481.20","1,481.20","1,481.20"
08/15/2022,"1,459.01","1,468.00","1,468.00","1,468.00"
08/12/2022,"1,435.11","1,459.20","1,459.20","1,459.20"
08/11/2022,"1,431.71","1,434.66","1,434.66","1,434.66"
08/10/2022,"1,403.16","1,431.63","1,431.63","1,431.63"
08/09/2022,"1,406.34","1,403.42","1,403.42","1,403.42"
08/08/2022,"1,403.02","1,406.29","1,406.29","1,406.29"
08/05/2022,"1,414.71","1,402.16","1,402.16","1,402.16"
08/04/2022,"1,419.03","1,413.14","1,413.14","1,413.14"
08/03/2022,"1,398.84","1,419.04","1,419.04","1,419.04"
08/02/2022,"1,398.93","1,398.92","1,398.92","1,398.92"
08/01/2022,"1,402.10","1,399.53","1,399.53","1,399.53"
07/29/2022,"1,398.30","1,402.58","1,402.58","1,402.58"
07/28/2022,"1,375.65","1,398.38","1,398.38","1,398.38"
07/27/2022,"1,326.52","1,375.67","1,375.67","1,375.67"
07/26/2022,"1,330.81","1,325.53","1,325.53","1,325.53"
07/25/2022,"1,342.70","1,331.10","1,331.10","1,331.10"
07/22/2022,"1,351.94","1,342.48","1,342.48","1,342.48"
07/21/2022,"1,358.06","1,351.50","1,351.50","1,351.50"
07/20/2022,"1,346.54","1,358.27","1,358.27","1,358.27"
07/19/2022,"1,307.69","1,346.71","1,346.71","1,346.71"
07/18/2022,"1,300.43","1,307.26","1,307.26","1,307.26"
07/15/2022,"1,278.06","1,299.78","1,299.78","1,299.78"
07/14/2022,"1,286.78","1,276.96","1,276.96","1,276.96"
07/13/2022,"1,280.39","1,287.48","1,287.48","1,287.48"
07/12/2022,"1,281.15","1,281.28","1,281.28","1,281.28"
07/11/2022,"1,299.20","1,280.00","1,280.00","1,280.00"
07/08/2022,"1,308.11","1,299.43","1,299.43","1,299.43"
07/07/2022,"1,290.17","1,308.19","1,308.19","1,308.19"
07/06/2022,"1,308.93","1,290.36","1,290.36","1,290.36"
07/05/2022,"1,298.09","1,308.94","1,308.94","1,308.94"
07/01/2022,"1,270.32","1,299.45","1,299.45","1,299.45"
06/30/2022,"1,280.37","1,270.48","1,270.48","1,270.48"
06/29/2022,"1,287.95","1,281.94","1,281.94","1,281.94"
06/28/2022,"1,312.94","1,287.88","1,287.88","1,287.88"
06/27/2022,"1,319.65","1,312.93","1,312.93","1,312.93"
06/24/2022,"1,265.84","1,318.42","1,318.42","1,318.42"
06/23/2022,"1,265.85","1,265.24","1,265.24","1,265.24"
06/22/2022,"1,268.39","1,265.85","1,265.85","1,265.85"
06/21/2022,"1,257.62","1,269.08","1,269.08","1,269.08"
06/17/2022,"1,240.02","1,256.50","1,256.50","1,256.50"
06/16/2022,"1,296.54","1,239.76","1,239.76","1,239.76"
06/15/2022,"1,276.46","1,296.93","1,296.93","1,296.93"
06/14/2022,"1,283.27","1,276.19","1,276.19","1,276.19"
06/13/2022,"1,335.04","1,283.25","1,283.25","1,283.25"
06/10/2022,"1,396.37","1,336.68","1,336.68","1,336.68"
06/09/2022,"1,428.15","1,396.75","1,396.75","1,396.75"
06/08/2022,"1,441.14","1,428.30","1,428.30","1,428.30"
06/07/2022,"1,438.98","1,442.34","1,442.34","1,442.34"
06/06/2022,"1,432.19","1,440.07","1,440.07","1,440.07"
06/03/2022,"1,444.24","1,431.76","1,431.76","1,431.76"
06/02/2022,"1,407.87","1,447.06","1,447.06","1,447.06"
06/01/2022,"1,430.55","1,408.74","1,408.74","1,408.74"
05/31/2022,"1,428.17","1,429.98","1,429.98","1,429.98"
05/27/2022,"1,400.07","1,428.63","1,428.63","1,428.63"
05/26/2022,"1,348.14","1,398.23","1,398.23","1,398.23"
05/25/2022,"1,321.75","1,348.45","1,348.45","1,348.45"
05/24/2022,"1,341.83","1,322.49","1,322.49","1,322.49"
05/23/2022,"1,335.94","1,342.17","1,342.17","1,342.17"
05/20/2022,"1,323.66","1,335.85","1,335.85","1,335.85"
05/19/2022,"1,313.93","1,323.30","1,323.30","1,323.30"
05/18/2022,"1,376.19","1,314.09","1,314.09","1,314.09"
05/17/2022,"1,358.76","1,376.86","1,376.86","1,376.86"
05/16/2022,"1,386.67","1,358.15","1,358.15","1,358.15"
05/13/2022,"1,346.43","1,387.24","1,387.24","1,387.24"
05/12/2022,"1,347.79","1,341.37","1,341.37","1,341.37"
05/11/2022,"1,367.49","1,349.13","1,349.13","1,349.13"
05/10/2022,"1,363.63","1,367.61","1,367.61","1,367.61"
05/09/2022,"1,432.04","1,363.14","1,363.14","1,363.14"
05/06/2022,"1,447.96","1,433.07","1,433.07","1,433.07"
05/05/2022,"1,485.27","1,448.05","1,448.05","1,448.05"
05/04/2022,"1,445.96","1,486.24","1,486.24","1,486.24"
05/03/2022,"1,475.24","1,445.15","1,445.15","1,445.15"
05/02/2022,"1,475.43","1,475.19","1,475.19","1,475.19"
04/29/2022,"1,517.44","1,474.06","1,474.06","1,474.06"
04/28/2022,"1,484.86","1,518.38","1,518.38","1,518.38"
04/27/2022,"1,469.66","1,482.66","1,482.66","1,482.66"
04/26/2022,"1,519.54","1,469.61","1,469.61","1,469.61"
04/25/2022,"1,502.54","1,519.78","1,519.78","1,519.78"
04/22/2022,"1,532.04","1,502.37","1,502.37","1,502.37"
04/21/2022,"1,559.70","1,532.29","1,532.29","1,532.29"
04/20/2022,"1,558.10","1,557.27","1,557.27","1,557.27"
04/19/2022,"1,519.94","1,557.70","1,557.70","1,557.70"
04/18/2022,"1,525.36","1,520.45","1,520.45","1,520.45"
04/14/2022,"1,526.34","1,525.47","1,525.47","1,525.47"
04/13/2022,"1,483.14","1,526.17","1,526.17","1,526.17"
04/12/2022,"1,482.09","1,482.95","1,482.95","1,482.95"
04/11/2022,"1,490.60","1,482.04","1,482.04","1,482.04"
04/08/2022,"1,508.00","1,490.97","1,490.97","1,490.97"
04/07/2022,"1,508.71","1,509.06","1,509.06","1,509.06"
04/06/2022,"1,538.58","1,509.94","1,509.94","1,509.94"
04/05/2022,"1,562.61","1,539.33","1,539.33","1,539.33"
04/04/2022,"1,569.06","1,562.69","1,562.69","1,562.69"
04/01/2022,"1,564.85","1,568.76","1,568.76","1,568.76"
03/31/2022,"1,566.30","1,564.49","1,564.49","1,564.49"
03/30/2022,"1,578.06","1,566.08","1,566.08","1,566.08"
03/29/2022,"1,536.18","1,578.51","1,578.51","1,578.51"
03/28/2022,"1,524.06","1,535.19","1,535.19","1,535.19"
03/25/2022,"1,525.88","1,522.92","1,522.92","1,522.92"
03/24/2022,"1,492.86","1,525.87","1,525.87","1,525.87"
03/23/2022,"1,515.23","1,491.34","1,491.34","1,491.34"
03/22/2022,"1,501.98","1,516.55","1,516.55","1,516.55"
03/21/2022,"1,530.52","1,500.64","1,500.64","1,500.64"
03/18/2022,"1,509.67","1,528.90","1,528.90","1,528.90"
03/17/2022,"1,512.44","1,510.06","1,510.06","1,510.06"
03/16/2022,"1,450.80","1,512.96","1,512.96","1,512.96"
03/15/2022,"1,404.93","1,450.01","1,450.01","1,450.01"
03/14/2022,"1,427.23","1,405.04","1,405.04","1,405.04"
03/11/2022,"1,441.90","1,428.34","1,428.34","1,428.34"
03/10/2022,"1,431.43","1,440.84","1,440.84","1,440.84"
03/09/2022,"1,380.64","1,432.30","1,432.30","1,432.30"
03/08/2022,"1,364.71","1,378.90","1,378.90","1,378.90"
03/07/2022,"1,466.26","1,362.38","1,362.38","1,362.38"
03/04/2022,"1,501.78","1,466.43","1,466.43","1,466.43"
03/03/2022,"1,540.69","1,502.55","1,502.55","1,502.55"
03/02/2022,"1,508.50","1,539.79","1,539.79","1,539.79"
03/01/2022,"1,554.90","1,506.80","1,506.80","1,506.80"
02/28/2022,"1,579.80","1,555.75","1,555.75","1,555.75"
02/25/2022,"1,557.22","1,583.71","1,583.71","1,583.71"
02/24/2022,"1,560.70","1,556.75","1,556.75","1,556.75"
02/23/2022,"1,603.51","1,562.93","1,562.93","1,562.93"
02/22/2022,"1,624.47","1,603.18","1,603.18","1,603.18"
02/18/2022,"1,628.24","1,624.93","1,624.93","1,624.93"
