"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"2013-09-27",42.619999,42.77,42,42.349998,2404500,38.479275
"2013-09-30",41.959999,42.16,41.669998,42.060001,2357300,38.21579
"2013-10-01",42.02,42.549999,41.990002,42.540001,1974300,38.651913
"2013-10-02",42.299999,42.490002,41.82,42.470001,1881900,38.588306
"2013-10-03",42.310001,42.419998,41.75,42.279999,2337800,38.415672
"2013-10-04",42.27,42.669998,42.07,42.599998,1382300,38.706421
"2013-10-07",42.200001,42.330002,41.950001,41.959999,1353100,38.124931
"2013-10-08",42,42.07,41.419998,41.529999,2391400,37.734215
"2013-10-09",41.650002,41.779999,41.259998,41.279999,2861600,37.507084
"2013-10-10",41.759998,42.119999,41.389999,41.98,2666500,38.143101
"2013-10-11",42.02,42.540001,41.860001,42.299999,2032000,38.433853
"2013-10-14",42,42.110001,41.759998,42.040001,1964500,38.197613
"2013-10-15",41.970001,42.540001,41.77,42.290001,3091900,38.42477
"2013-10-16",42.59,43.029999,42.549999,42.970001,2916800,39.042606
"2013-10-17",42.889999,43.34,42.619999,43.310001,1637500,39.35154
"2013-10-18",43.5,43.91,43.279999,43.5,2801500,39.524178
"2013-10-21",42.299999,43.990002,42.299999,43.98,1417200,39.960304
"2013-10-22",44.110001,44.23,43.439999,43.889999,2266500,39.878521
"2013-10-23",43.380001,43.830002,43.34,43.59,1855700,39.605946
"2013-10-24",44.049999,44.68,43.919998,44.610001,2425800,40.532726
"2013-10-25",44.75,44.75,44.25,44.490002,1388900,40.423698
"2013-10-28",44.049999,44.369999,43.77,44.099998,2474400,40.069336
"2013-10-29",44.369999,44.630001,44.060001,44.610001,2246900,40.532726
"2013-10-30",44.59,44.720001,44.009998,44.200001,1826800,40.160198
"2013-10-31",44.650002,45.91,44.09,45.080002,4457600,40.959778
"2013-11-01",45.220001,45.77,45.130001,45.709999,2621600,41.532177
"2013-11-04",45.59,46.02,45.360001,45.990002,2560600,41.786594
"2013-11-05",45.57,45.970001,45.439999,45.849998,2084100,41.659389
"2013-11-06",45.950001,46.52,45.93,46.34,2871400,42.104599
"2013-11-07",46.419998,46.419998,45.389999,45.43,2366200,41.277775
"2013-11-08",45.41,46.119999,45.369999,46.119999,2028800,41.904709
"2013-11-11",45.970001,46.490002,45.669998,46.099998,2405900,41.886555
"2013-11-12",47.029999,47.16,46.279999,46.43,3261000,42.186375
"2013-11-13",46.290001,46.709999,46.169998,46.68,2638000,42.413528
"2013-11-14",46.599998,46.98,46.459999,46.939999,2266200,42.649769
"2013-11-15",46.950001,47.580002,46.950001,47.02,15553500,42.722446
"2013-11-18",47.07,47.299999,46.779999,46.98,2949300,42.686104
"2013-11-19",46.84,46.889999,46.02,46.330002,2397900,42.248386
"2013-11-20",46.52,46.75,46.029999,46.259998,1947000,42.184559
"2013-11-21",46.490002,47.130001,46.27,46.91,1939800,42.777294
"2013-11-22",47.029999,47.169998,46.810001,46.919998,2379300,42.786419
"2013-11-25",46.830002,47.049999,46.529999,46.630001,1986000,42.521965
"2013-11-26",46.459999,47.34,46.459999,47.18,2135500,43.023514
"2013-11-27",47.200001,47.299999,46.880001,46.93,1612000,42.795536
"2013-11-29",47.119999,47.169998,46.860001,47.02,1346100,42.877598
"2013-12-02",47,47.02,46.369999,46.5,2137600,42.403427
"2013-12-03",46.080002,46.5,45.849998,46.02,3432600,41.965702
"2013-12-04",45.439999,46.18,45.25,45.91,2119800,41.865395
"2013-12-05",45.919998,46.07,45.57,45.619999,1914300,41.600945
"2013-12-06",46.639999,46.700001,45.959999,46.23,1943200,42.157207
"2013-12-09",46.459999,46.889999,46.419998,46.560001,1537800,42.458141
"2013-12-10",46.599998,46.73,46.450001,46.57,1852700,42.467247
"2013-12-11",46.5,46.560001,45.849998,46.009998,2470600,41.9566
"2013-12-12",45.919998,46.34,45.830002,46.02,1867700,41.965702
"2013-12-13",46.349998,46.689999,46,46.57,1956900,42.467247
"2013-12-16",46.73,47.450001,46.610001,47.09,2616600,42.941437
"2013-12-17",46.950001,47.150002,46.419998,46.84,1782500,42.713467
"2013-12-18",46.880001,47.900002,46.52,47.869999,1944700,43.652721
"2013-12-19",47.599998,47.869999,47.310001,47.720001,1550200,43.51593
"2013-12-20",47.970001,48.32,47.869999,48.150002,3679100,43.908062
"2013-12-23",48.09,48.82,48.060001,48.279999,1088000,44.026608
"2013-12-24",48.049999,48.689999,48.049999,48.669998,692500,44.38224
"2013-12-26",49.709999,49.84,48.59,48.91,1137800,44.601109
"2013-12-27",48.990002,49.02,48.68,48.779999,875000,44.482559
"2013-12-30",49.080002,49.119999,48.599998,49.009998,1200100,44.692291
"2013-12-31",49,49.439999,49,49.349998,1484100,45.002338
"2014-01-02",49.029999,49.259998,48.57,48.959999,2127000,44.64669
"2014-01-03",49,49.169998,48.639999,48.650002,1248200,44.36401
"2014-01-06",48.830002,48.900002,48.25,48.450001,2163000,44.181625
"2014-01-07",48.650002,49.130001,48.48,48.66,1766300,44.373116
"2014-01-08",48.759998,49.189999,48.73,49.130001,2036900,44.801716
"2014-01-09",49.130001,49.209999,48.810001,48.990002,1263900,44.674042
"2014-01-10",49.139999,49.290001,48.740002,49.279999,924500,44.938515
"2014-01-13",49.630001,49.630001,48.59,48.75,2818300,44.455193
"2014-01-14",48.779999,49.43,48.57,49.34,1806500,44.993221
"2014-01-15",49.360001,49.889999,48.849998,49.82,1942900,45.430927
"2014-01-16",49.889999,50.599998,49.529999,50.57,4603200,46.114845
"2014-01-17",50.32,50.860001,50.220001,50.619999,3094600,46.160454
"2014-01-21",51.439999,51.5,50.759998,50.790001,3179000,46.315475
"2014-01-22",51.009998,51.529999,50.799999,51.169998,3421800,46.662003
"2014-01-23",50.610001,51.16,50.32,50.580002,2394000,46.123966
"2014-01-24",50.369999,50.490002,49.75,49.759998,3320300,45.376217
"2014-01-27",49.75,50.68,48.919998,49.049999,3031400,44.728771
"2014-01-28",49.119999,49.970001,49,49.700001,1837400,45.321514
"2014-01-29",49.470001,49.650002,48.790001,48.860001,2277900,44.5555
"2014-01-30",49.18,49.490002,49.02,49.310001,1424900,44.965858
"2014-01-31",48.509998,49.689999,48.509998,49.299999,2054300,44.956753
"2014-02-03",49.450001,49.52,47.349998,47.470001,3840900,43.287964
"2014-02-04",47.5,48.169998,47.349998,47.98,2472400,43.753033
"2014-02-05",47.939999,48,47.209999,47.889999,2099800,43.670967
"2014-02-06",47.599998,48.959999,47.599998,48.759998,2017600,44.464317
"2014-02-07",49.02,49.349998,48.73,49.240002,1695000,44.902027
"2014-02-10",49.07,49.610001,49.07,49.360001,1144200,45.011463
"2014-02-11",49.349998,50,49.279999,49.689999,1948900,45.312378
"2014-02-12",49.880001,50.169998,49.549999,49.650002,1911700,45.275913
"2014-02-13",49.360001,50.200001,49.02,50.110001,2135900,45.695385
"2014-02-14",49.91,51.580002,49.91,51.52,3112500,46.981155
"2014-02-18",51.52,51.740002,51.07,51.380001,2559800,46.853493
"2014-02-19",50.59,51.98,50.580002,51.540001,3159200,46.999409
"2014-02-20",50.57,51.84,50.52,51.790001,3579300,47.227367
"2014-02-21",51.91,52.720001,51.580002,52.509998,3231300,47.883945
"2014-02-24",52.52,53.970001,52.52,53.470001,3118300,48.75938
"2014-02-25",53.310001,53.919998,53.310001,53.860001,1945400,49.115009
"2014-02-26",53.889999,54.240002,53.23,53.439999,2618300,48.886322
"2014-02-27",53.220001,53.880001,53.220001,53.860001,2088800,49.270523
"2014-02-28",53.900002,54.41,53.610001,54.23,2271500,49.60899
"2014-03-03",53.849998,53.919998,52.990002,53.290001,3223800,48.749096
"2014-03-04",53.709999,54.009998,53.490002,53.830002,2841100,49.243088
"2014-03-05",53.73,53.939999,53.310001,53.889999,2315100,49.29797
"2014-03-06",53.900002,54.799999,53.900002,54.599998,2334700,49.947468
"2014-03-07",54.650002,55.029999,54.540001,54.790001,2638300,50.121273
"2014-03-10",54.52,54.91,53.880001,54.189999,1638100,49.572407
"2014-03-11",54.310001,54.759998,53.860001,54.040001,1456700,49.435192
"2014-03-12",53.669998,54.07,53.400002,54.029999,1145000,49.426033
"2014-03-13",54.23,54.290001,53.400002,53.709999,1908800,49.133308
"2014-03-14",53.57,54.279999,53.540001,53.880001,2100500,49.288822
"2014-03-17",54.330002,54.619999,53.830002,54.080002,1942100,49.471783
"2014-03-18",54.060001,54.52,54.009998,54.419998,1753400,49.78281
"2014-03-19",54.330002,54.630001,53.84,54.23,1339800,49.60899
"2014-03-20",53.970001,54.450001,53.689999,54,1509600,49.39859
"2014-03-21",54.799999,55.25,54.5,55.25,5579100,50.542072
"2014-03-24",55.41,55.810001,54.77,55.150002,3414800,50.450611
"2014-03-25",55.240002,55.529999,55.139999,55.48,2996700,50.75248
"2014-03-26",55.700001,56.150002,55.380001,55.580002,5368000,50.843952
"2014-03-27",55.580002,55.580002,54.57,54.759998,4149200,50.093842
"2014-03-28",54.759998,55.66,54.759998,55.439999,3410500,50.715889
"2014-03-31",55.849998,56.200001,55.619999,56.02,2800000,51.246471
"2014-04-01",56.43,56.990002,56.32,56.93,2196100,52.078922
"2014-04-02",56.869999,56.990002,56.52,56.919998,2592800,52.069782
"2014-04-03",57.110001,57.150002,56.360001,56.59,2287600,51.767914
"2014-04-04",57.02,57.139999,55.740002,55.799999,3727100,51.045212
"2014-04-07",55.650002,56.189999,55.299999,55.799999,3518500,51.045212
"2014-04-08",55.950001,56.130001,55.400002,55.93,4702900,51.164139
"2014-04-09",56.240002,56.93,56.07,56.669998,2631800,51.841084
"2014-04-10",57.25,57.25,55.209999,55.32,3540900,50.606113
"2014-04-11",55.150002,55.869999,55,55.299999,2862100,50.587814
"2014-04-14",55.740002,55.869999,55.119999,55.419998,2055500,50.697598
"2014-04-15",55.490002,56.130001,55,56.099998,2576300,51.319649
"2014-04-16",56.73,56.73,55.810001,56.200001,2002400,51.411129
