"","HLT.Open","HLT.High","HLT.Low","HLT.Close","HLT.Volume","HLT.Adjusted"
"2015-11-16",49.658401,49.69944,47.58588,48.919682,10488986,46.760231
"2015-11-17",49.28904,49.37112,47.27808,47.503799,6608138,45.406857
"2015-11-18",47.6064,48.139919,47.07288,48.037319,5659016,45.916821
"2015-11-19",48.222,48.509281,47.79108,48.222,2292593,46.093346
"2015-11-20",48.796558,49.145401,47.9142,48.263039,2115984,46.13258
"2015-11-23",48.3246,49.37112,48.3246,48.509281,1807407,46.367943
"2015-11-24",47.401199,48.222,47.27808,48.1194,2924805,46.131878
"2015-11-25",48.180962,48.5298,47.68848,47.893681,2450634,45.915482
"2015-11-27",47.729519,47.996281,47.6064,47.8116,906628,45.836792
"2015-11-30",47.79108,47.934719,47.031841,47.647442,2455263,45.679417
"2015-12-01",48.0168,48.468239,47.6064,48.406681,1907310,46.407295
"2015-12-02",48.304081,48.365639,47.48328,47.79108,2069250,45.817123
"2015-12-03",48.776039,48.899158,46.252079,46.86768,2999074,44.931858
"2015-12-04",47.113918,47.626919,46.84716,47.298599,2127388,45.344978
"2015-12-07",47.339642,47.503799,45.964802,46.518841,2941520,44.597424
"2015-12-08",45.513359,46.416241,45.39024,46.21104,1987232,44.302345
"2015-12-09",46.067402,46.765079,44.610481,44.610481,5317057,42.767895
"2015-12-10",44.85672,45.574921,44.672039,45.328678,3769444,43.456432
"2015-12-11",44.672039,44.918282,44.118,44.733601,3626218,42.885921
"2015-12-14",44.405281,44.897758,42.907318,43.666561,5520322,41.862953
"2015-12-15",44.159039,44.589958,43.7076,43.78968,3442495,41.980995
"2015-12-16",44.200081,48.65292,44.0154,46.067402,9301706,44.164642
"2015-12-17",46.929241,46.94976,45.349201,45.39024,3477973,43.51543
"2015-12-18",45.18504,45.90324,43.871761,44.035919,3741277,42.217056
"2015-12-21",44.179562,44.405281,43.543442,43.851238,4114181,42.040009
"2015-12-22",43.8102,45.123482,43.666561,44.65152,4923782,42.807243
"2015-12-23",44.672039,45.39024,44.035919,45.226082,3595175,43.35807
"2015-12-24",45.18504,45.39024,44.75412,44.877239,717349,43.023628
"2015-12-28",44.795158,45.082439,44.2206,44.692558,1498684,42.846573
"2015-12-29",44.95932,45.102959,44.343719,44.713081,1268665,42.866253
"2015-12-30",44.466839,44.897758,44.261639,44.3232,1604337,42.492474
"2015-12-31",44.282162,44.836201,43.9128,43.9128,1688060,42.09903
"2016-01-04",43.502399,43.646042,42.373798,43.27668,3512135,41.489166
"2016-01-05",43.297199,43.8102,42.927841,43.297199,2215351,41.50885
"2016-01-06",42.53796,42.661079,40.711681,41.040001,6963304,39.344883
"2016-01-07",40.260239,40.691158,39.27528,39.500999,13039474,37.869446
"2016-01-08",39.972961,40.629601,39.254761,39.295799,3435916,37.672729
"2016-01-11",39.521519,40.301281,38.987999,39.48048,4270858,37.849777
"2016-01-12",39.870361,40.362839,39.439442,40.137119,3502242,38.479298
"2016-01-13",39.993481,40.198681,37.941479,38.044079,5022417,36.472706
"2016-01-14",37.120682,37.818359,36.135719,37.756802,5821296,36.1973
"2016-01-15",36.54612,36.730801,35.540642,36.423,5868129,34.918579
"2016-01-19",36.771839,36.915482,34.76088,35.520119,3537671,34.053001
"2016-01-20",34.925041,37.038601,33.16032,36.402481,8575390,34.898914
"2016-01-21",36.381962,38.249279,36.340919,37.674721,7649805,36.118607
"2016-01-22",38.290321,38.721241,36.936001,37.49004,4069152,35.941566
"2016-01-25",37.469521,37.715759,35.47908,35.745838,4192008,34.26939
"2016-01-26",36.094681,38.02356,35.868961,37.941479,4570614,36.374348
"2016-01-27",37.613159,37.962002,36.5256,36.771839,3543177,35.25301
"2016-01-28",37.26432,37.28484,35.130241,35.253361,4624415,33.79726
"2016-01-29",35.438042,36.54612,35.232841,36.54612,4175292,35.036613
"2016-02-01",36.464039,37.05912,35.951038,36.85392,2887232,35.331711
"2016-02-02",36.279362,36.279362,35.06868,35.458561,3482310,33.993984
"2016-02-03",35.68428,35.930519,34.042679,35.725319,3050975,34.249725
"2016-02-04",35.37648,37.243801,35.294399,37.120682,3505750,35.58746
"2016-02-05",36.997559,37.16172,35.8074,36.1152,3374805,34.623489
"2016-02-08",35.7048,36.176762,35.048161,35.868961,5068324,34.387428
"2016-02-09",35.7048,37.407959,35.335442,36.197281,3629191,34.702187
"2016-02-10",36.381962,37.654202,36.361439,37.100159,3420322,35.567768
"2016-02-11",36.279362,36.894958,35.971561,36.628201,5605799,35.115311
"2016-02-12",37.141201,38.249279,36.936001,38.044079,4209893,36.472706
"2016-02-16",38.659679,39.234241,37.879921,38.96748,3867398,37.357967
"2016-02-17",39.193199,40.609081,39.193199,40.4244,4682310,38.754723
"2016-02-18",40.280762,40.978439,39.07008,40.239719,4251657,38.577656
"2016-02-19",40.034519,40.937401,39.17268,40.793758,5255507,39.108814
"2016-02-22",41.36832,42.045479,40.1166,40.834801,3418470,39.148163
"2016-02-23",40.732201,41.676121,40.588558,40.793758,2867300,39.108814
"2016-02-24",40.4244,40.916882,39.459961,40.814281,3419055,39.12849
"2016-02-25",40.896358,41.614559,40.362839,41.450401,2662622,39.738327
"2016-02-26",43.605,43.994881,41.553001,42.476398,6245224,40.721954
"2016-02-29",42.476398,42.702122,41.347801,42.64056,5197222,40.879337
"2016-03-01",43.050961,43.399799,42.33276,42.989399,2996735,41.213764
"2016-03-02",43.009918,43.9128,42.989399,43.892281,3146637,42.07935
"2016-03-03",43.8102,44.44632,43.58448,44.302681,2253216,42.472809
"2016-03-04",44.487358,44.938801,44.056438,44.918282,2764181,43.062973
"2016-03-07",44.692558,45.020882,44.138519,44.241119,2571881,42.413792
"2016-03-08",43.871761,43.974361,42.927841,42.96888,2872076,41.194096
"2016-03-09",43.215118,43.317719,42.10704,42.620041,2338548,40.859661
"2016-03-10",42.907318,43.009918,41.26572,42.086521,2573977,40.348179
"2016-03-11",42.661079,43.625519,41.942879,43.625519,2795517,41.823605
"2016-03-14",44.405281,44.589958,43.666561,43.728119,4016472,41.921974
"2016-03-15",43.399799,43.563961,42.927841,43.338242,2036404,41.548199
"2016-03-16",43.050961,43.7076,42.804722,43.563961,3070029,41.903481
"2016-03-17",43.37928,43.646042,42.578999,43.58448,2348051,41.923229
"2016-03-18",43.871761,45.39024,43.871761,45.16452,4138548,43.443039
"2016-03-21",45.39024,46.375198,45.26712,45.985321,4822466,44.232552
"2016-03-22",45.39024,45.90324,45.082439,45.718559,4440984,43.975967
"2016-03-23",45.69804,45.821159,44.75412,45.020882,2723441,43.304871
"2016-03-24",44.815681,45.28764,44.4258,45.28764,3913109,43.561462
"2016-03-28",45.574921,46.087921,44.569439,45.718559,3011452,43.975967
"2016-03-29",45.739079,46.169998,45.36972,46.087921,3021004,44.331238
"2016-03-30",46.457279,46.74456,45.923759,46.64196,3100049,44.864159
"2016-03-31",46.662479,46.97028,46.12896,46.21104,1922125,44.449665
"2016-04-01",45.26712,45.451801,44.076962,45.16452,7315205,43.443039
"2016-04-04",45.226082,45.780121,44.836201,45.533878,2209454,43.798317
"2016-04-05",45.082439,45.144001,44.487358,44.815681,3276657,43.107487
"2016-04-06",44.75412,45.677521,44.384762,45.657001,3131433,43.916744
"2016-04-07",45.246601,45.533878,44.95932,45.349201,3204532,43.620674
"2016-04-08",45.882721,46.416241,45.574921,45.759602,2762963,44.015442
"2016-04-11",46.02636,46.559879,45.739079,45.759602,2507505,44.015442
"2016-04-12",46.375198,46.908718,45.944279,46.087921,4462037,44.331238
"2016-04-13",46.23156,46.826641,46.00584,46.785599,2841910,45.002327
"2016-04-14",46.929241,47.216518,46.580399,46.600922,2260234,44.824688
"2016-04-15",46.416241,46.682999,45.718559,46.149479,2432700,44.390457
"2016-04-18",46.12896,46.23156,45.410759,45.615959,3384211,43.877262
"2016-04-19",45.657001,46.067402,45.308159,45.780121,2436550,44.035168
"2016-04-20",45.944279,45.964802,44.979839,44.979839,5996491,43.265392
"2016-04-21",45.18504,46.169998,45.18504,45.39024,4251901,43.660141
"2016-04-22",45.246601,45.636478,44.118,44.4258,4794006,42.732471
"2016-04-25",44.507881,45.18504,44.507881,44.610481,3844152,42.91011
"2016-04-26",44.610481,44.815681,43.543442,44.405281,5203606,42.712727
"2016-04-27",44.076962,46.169998,43.974361,45.718559,4117251,43.975967
"2016-04-28",45.533878,46.518841,45.26712,45.636478,4018860,43.897007
"2016-04-29",45.59544,45.69804,44.897758,45.246601,2915497,43.52198
"2016-05-02",45.533878,45.69804,45.020882,45.657001,3118372,43.916744
"2016-05-03",45.18504,45.821159,45.102959,45.554401,3166959,43.81805
"2016-05-04",45.18504,45.574921,44.918282,45.226082,4359600,43.502251
"2016-05-05",45.328678,45.69804,45.082439,45.226082,1761940,43.502251
"2016-05-06",44.877239,45.410759,44.631001,45.205559,2451608,43.48251
"2016-05-09",45.16452,45.472321,44.815681,45.431278,2113694,43.699615
"2016-05-10",45.759602,47.031841,45.246601,46.86768,4084893,45.08128
"2016-05-11",46.559879,46.84716,45.554401,45.718559,4019834,43.975967
"2016-05-12",45.80064,45.923759,44.487358,45.000359,3265546,43.285126
"2016-05-13",44.815681,45.410759,44.035919,44.118,2875585,42.436401
"2016-05-16",44.2206,44.836201,44.056438,44.65152,2151072,42.949589
"2016-05-17",44.487358,45.06192,44.159039,44.631001,3917544,42.929844
"2016-05-18",44.179562,44.733601,42.84576,43.256161,5630994,41.741749
"2016-05-19",41.922359,42.394321,41.553001,42.312241,8099805,40.830887
"2016-05-20",42.353279,42.681599,42.066002,42.148079,3129825,40.67247
"2016-05-23",42.066002,42.64056,41.963402,42.312241,3892982,40.830887
"2016-05-24",42.578999,43.050961,42.02496,42.76368,2877047,41.26651
"2016-05-25",42.784199,43.256161,42.045479,43.009918,4668129,41.504128
"2016-05-26",43.07148,43.091999,41.963402,42.066002,2600828,40.593269
"2016-05-27",42.12756,42.76368,42.066002,42.578999,2296248,41.088303
"2016-05-31",42.661079,42.886799,42.189121,42.64056,3399074,41.147713
"2016-06-01",42.64056,43.030441,42.558479,42.96888,1708382,41.464527
"2016-06-02",43.009918,44.589958,42.804722,44.343719,4807749,42.791237
"2016-06-03",44.159039,44.631001,43.605,44.569439,6970760,43.009052
"2016-06-06",44.631001,45.308159,44.569439,45.16452,5536501,43.583305
"2016-06-07",45.205559,45.39024,44.733601,44.795158,2055702,43.226868
"2016-06-08",44.877239,45.082439,44.076962,44.569439,2732505,43.009052
"2016-06-09",44.364239,44.5284,43.9128,44.3232,1697612,42.771431
"2016-06-10",43.830719,43.851238,43.112518,43.461361,2509649,41.939781
"2016-06-13",43.399799,44.0154,43.194599,43.461361,2520078,41.939781
"2016-06-14",43.153561,43.646042,43.112518,43.37928,2849561,41.860554
"2016-06-15",43.605,45.082439,43.502399,44.487358,4476608,42.929848
"2016-06-16",44.2206,44.733601,43.543442,44.610481,3610185,43.048656
"2016-06-17",44.610481,46.149479,44.610481,46.10844,5036111,44.494186
"2016-06-20",46.600922,47.770561,46.53936,47.524319,6271296,45.860474
"2016-06-21",47.48328,47.544842,46.703522,46.929241,4007310,45.286236
"2016-06-22",47.134441,47.58588,46.785599,46.929241,2609747,45.286236
"2016-06-23",47.544842,48.4272,47.298599,48.078362,5248197,46.395123
"2016-06-24",46.046879,46.888199,44.610481,44.836201,8209600,43.266468
"2016-06-27",44.384762,44.384762,42.804722,43.358761,6493421,41.840759
"2016-06-28",44.035919,44.507881,43.358761,44.159039,3747417,42.613026
"2016-06-29",44.75412,46.580399,44.75412,45.739079,5680312,44.137741
"2016-06-30",45.944279,46.252079,45.431278,46.23156,4422320,44.612988
"2016-07-01",46.33416,47.052361,46.33416,46.94976,1968713,45.306038
"2016-07-05",46.703522,46.826641,45.513359,45.923759,2250975,44.315952
"2016-07-06",45.759602,46.33416,45.49284,46.313641,2381335,44.692192
"2016-07-07",46.416241,47.216518,46.375198,46.86768,3424610,45.226837
"2016-07-08",47.462761,47.9142,47.339642,47.873161,1721394,46.197109
"2016-07-11",48.222,48.365639,47.955238,48.139919,1814181,46.454533
"2016-07-12",48.611881,49.124882,48.44772,48.75552,5553655,47.048592
"2016-07-13",48.714481,48.796558,47.647442,48.468239,3316618,46.771355
"2016-07-14",48.85812,49.06332,48.5298,48.65292,1434942,46.949577
"2016-07-15",48.386162,49.042801,48.139919,48.817081,1852827,47.107986
"2016-07-18",48.85812,49.350601,48.75552,49.227482,3150828,47.504017
"2016-07-19",48.5298,49.309559,48.283562,49.022282,3320224,47.306004
"2016-07-20",49.309559,49.576321,48.837601,49.248001,3272856,47.523819
"2016-07-21",49.083839,50.13036,48.96072,49.18644,4259942,47.464409
"2016-07-22",49.18644,49.986721,48.96072,49.945679,3713548,48.197071
"2016-07-25",49.884121,50.10984,49.06332,49.124882,3072612,47.405006
"2016-07-26",49.042801,49.309559,48.878639,48.981239,4405214,47.266388
"2016-07-27",48.632401,48.837601,47.462761,47.544842,8082115,45.880283
"2016-07-28",47.38068,47.401199,46.416241,46.97028,5283236,45.325844
"2016-07-29",46.806122,47.647442,46.703522,47.58588,5408869,45.919888
"2016-08-01",47.503799,47.955238,47.237041,47.852638,2403314,46.177311
"2016-08-02",47.565361,47.975761,46.354679,46.929241,2429971,45.286236
"2016-08-03",46.724041,47.462761,46.293121,46.84716,3318470,45.207027
"2016-08-04",46.84716,47.442242,46.682999,47.360161,2374756,45.702072
"2016-08-05",47.667961,48.304081,47.544842,48.1194,1965058,46.434731
"2016-08-08",48.222,49.206959,48.139919,48.878639,3835624,47.167385
"2016-08-09",48.75552,49.28904,48.406681,48.591358,6379971,46.890163
"2016-08-10",48.673439,48.940201,48.037319,48.345119,3879337,46.652542
"2016-08-11",48.570839,49.001759,48.406681,48.55032,4978558,46.850559
"2016-08-12",48.365639,49.104359,48.283562,49.06332,3507456,47.345608
"2016-08-15",49.227482,49.514759,48.85812,49.49424,2933772,47.761444
"2016-08-16",49.432678,50.10984,49.206959,50.00724,3383967,48.256477
"2016-08-17",49.863602,49.966202,49.514759,49.822559,7279483,48.216755
"2016-08-18",49.719959,49.945679,49.535278,49.555801,6605166,47.958599
"2016-08-19",49.350601,49.617359,49.227482,49.59684,2358187,47.998314
"2016-08-22",49.49424,49.69944,49.309559,49.555801,1300341,47.958599
"2016-08-23",49.658401,49.925159,49.49424,49.514759,1938548,47.918877
"2016-08-24",49.514759,49.884121,49.124882,49.59684,2204678,47.998314
"2016-08-25",49.49424,49.678921,49.227482,49.658401,1580214,48.057884
"2016-08-26",49.576321,49.90464,48.981239,49.28904,2453363,47.700436
"2016-08-29",49.26852,49.617359,49.206959,49.248001,1917300,47.660725
"2016-08-30",49.37112,49.473721,48.570839,48.796558,4598635,47.223827
"2016-08-31",48.304081,49.206959,48.304081,48.981239,2733382,47.402557
"2016-09-01",49.37112,49.37112,48.4272,48.776039,4685673,47.203972
"2016-09-02",48.509281,49.145401,48.488762,48.714481,1457359,47.144402
"2016-09-06",48.714481,48.796558,48.139919,48.488762,1354045,46.925945
"2016-09-07",48.509281,48.75552,48.386162,48.5298,1443860,46.965672
"2016-09-08",48.44772,48.65292,47.934719,48.037319,1987232,46.489059
"2016-09-09",47.6064,47.79108,46.580399,46.64196,4347173,45.138676
"2016-09-12",46.272598,47.503799,46.169998,47.298599,3783138,45.774147
"2016-09-13",46.806122,47.319118,46.74456,47.052361,2821637,45.535851
"2016-09-14",47.031841,47.667961,46.621441,47.462761,2957212,45.933014
"2016-09-15",47.27808,47.770561,47.27808,47.401199,2129483,45.873436
"2016-09-16",47.237041,47.565361,47.093399,47.257561,2340741,45.734432
"2016-09-19",47.442242,47.709,47.113918,47.237041,1670029,45.714577
"2016-09-20",47.462761,48.139919,47.421719,47.832119,2565302,46.290466
"2016-09-21",47.8116,47.893681,47.011318,47.832119,4356238,46.290466
"2016-09-22",48.057838,48.570839,48.0168,48.365639,2025195,46.806793
"2016-09-23",48.098881,48.632401,48.057838,48.4272,1511501,46.866383
"2016-09-26",47.996281,48.160439,47.031841,47.093399,3066423,45.575562
"2016-09-27",47.17548,47.503799,47.093399,47.319118,1780409,45.79401
"2016-09-28",47.48328,47.626919,46.662479,46.908718,6334211,45.396835
"2016-09-29",46.785599,47.401199,46.498322,46.826641,4898928,45.317406
"2016-09-30",46.888199,47.442242,46.785599,47.052361,2799464,45.535851
"2016-10-03",47.07288,47.38068,46.826641,46.94976,1738548,45.43655
"2016-10-04",47.154961,47.27808,46.621441,46.84716,3495565,45.337265
"2016-10-05",46.806122,47.031841,46.53936,46.662479,2435770,45.158527
"2016-10-06",46.682999,46.826641,46.00584,46.23156,3090692,44.741493
"2016-10-07",46.252079,46.518841,45.821159,46.02636,1582164,44.542912
"2016-10-10",46.293121,47.093399,46.23156,46.84716,3368129,45.337265
"2016-10-11",46.724041,46.84716,46.169998,46.272598,3558187,44.781212
"2016-10-12",46.313641,46.806122,46.169998,46.682999,3019688,45.178387
"2016-10-13",46.12896,46.929241,45.636478,46.621441,3303119,45.118809
"2016-10-14",46.785599,47.360161,46.724041,46.97028,4657895,45.456406
"2016-10-17",46.806122,47.237041,46.64196,46.682999,2450828,45.178387
"2016-10-18",47.113918,47.442242,46.84716,47.257561,2298002,45.734432
"2016-10-19",47.462761,47.873161,47.257561,47.401199,1922271,45.873436
"2016-10-20",47.401199,47.544842,46.84716,47.195999,3499123,45.674854
"2016-10-21",46.990799,47.421719,46.682999,47.011318,2714035,45.49612
"2016-10-24",48.263039,48.75552,46.990799,47.07288,9890984,45.55571
"2016-10-25",46.765079,47.011318,46.43676,46.64196,3552534,45.138676
"2016-10-26",45.36972,46.00584,45.144001,45.80064,7565497,44.324467
"2016-10-27",44.733601,45.882721,44.733601,45.657001,5190448,44.185463
"2016-10-28",45.69804,46.00584,45.328678,45.657001,3663694,44.185463
"2016-10-31",46.375198,46.580399,46.10844,46.375198,5513158,44.880508
"2016-11-01",46.682999,46.682999,45.451801,46.046879,3070712,44.562775
"2016-11-02",46.046879,46.559879,45.69804,45.759602,3854435,44.284748
"2016-11-03",45.985321,46.682999,45.657001,45.718559,3421637,44.245037
"2016-11-04",45.677521,46.724041,45.677521,46.354679,4480263,44.860657
"2016-11-07",46.888199,47.07288,46.662479,47.011318,3188986,45.49612
"2016-11-08",46.293121,48.160439,46.02636,47.8116,4341423,46.412422
"2016-11-09",47.360161,48.693958,46.53936,48.44772,4268616,47.02993
"2016-11-10",48.406681,48.55032,47.934719,48.139919,10535575,46.731136
"2016-11-11",48.242519,48.693958,48.078362,48.65292,3630799,47.229126
"2016-11-14",48.817081,50.273998,48.5298,49.90464,6655848,48.444214
"2016-11-15",49.90464,50.356079,49.781521,50.253479,3906140,48.782845
"2016-11-16",50.089321,50.828041,50.089321,50.376598,4199854,48.90237
"2016-11-17",50.376598,50.64336,49.925159,50.417641,5008528,48.942211
"2016-11-18",50.43816,50.561279,49.966202,50.10984,3329435,48.64341
"2016-11-21",50.33556,50.581799,50.171398,50.54076,3861062,49.061714
"2016-11-22",50.663879,51.033241,50.561279,50.992199,3022417,49.499958
"2016-11-23",50.97168,51.423119,50.622841,51.361561,3400926,49.858505
"2016-11-25",51.505199,52.2234,51.443642,51.936119,1087622,50.416245
"2016-11-28",51.648842,51.854038,50.889599,50.910118,5419396,49.420261
"2016-11-29",51.07428,51.566761,50.828041,50.910118,5103850,49.420261
"2016-11-30",50.889599,51.58728,50.561279,51.443642,5181579,49.938179
"2016-12-01",51.68988,52.079762,51.258961,51.730919,8746540,50.217049
"2016-12-02",51.628319,52.059238,51.525719,51.833519,4477290,50.316643
"2016-12-05",52.96212,53.639278,52.510681,53.536678,8980263,51.969975
"2016-12-06",53.70084,54.049679,53.37252,53.988121,7967593,52.408199
"2016-12-07",54.090721,55.978561,53.885521,55.48608,8609211,53.86232
"2016-12-08",55.506599,56.060638,53.741879,53.844479,5862232,52.268757
"2016-12-09",54.13176,55.055161,53.885521,54.419041,3599561,52.8265
"2016-12-12",53.988121,54.172798,52.797958,53.331478,6675049,51.770767
"2016-12-13",53.577721,54.254879,53.454601,54.13176,4144103,52.547626
"2016-12-14",54.23436,55.17828,53.967602,54.74736,7132943,53.145214
"2016-12-15",55.362961,56.204281,55.014118,56.040119,7545760,54.400139
"2016-12-16",56.183762,56.573639,55.773361,56.491562,8102242,54.838375
"2016-12-19",56.5326,57.18924,56.368439,56.840401,10293177,55.177002
"2016-12-20",56.96352,57.353401,56.696758,56.922482,6540741,55.256683
"2016-12-21",57.107159,57.353401,56.819881,56.901958,5141423,55.236759
"2016-12-22",56.984039,57.209759,56.1222,56.3274,3401462,54.679012
"2016-12-23",56.204281,56.43,56.0196,56.163239,1534990,54.519661
"2016-12-27",56.45052,56.65572,56.1222,56.286362,3147368,54.639183
"2016-12-28",56.471039,56.55312,55.445042,55.506599,5389474,53.882236
"2016-12-29",55.670761,55.999081,55.301399,55.917,1376170,54.280624
"2016-12-30",55.917,56.1222,55.465561,55.8144,2213255,54.181019
"2017-01-03",56.573639,56.676239,55.403999,56.204281,3328021,54.559494
"2017-01-04",57.299999,59.759998,57.299999,58,5614500,56.30267
"2017-01-05",58.060001,58.419998,56.84,57.32,5122200,55.642567
"2017-01-06",57.18,57.560001,56.23,57.470001,3359000,55.788177
"2017-01-09",57.299999,57.299999,56.48,56.959999,3921800,55.293106
"2017-01-10",56.959999,57,55.779999,56.02,3384700,54.380615
"2017-01-11",55.759998,56.310001,55.709999,56,2781500,54.361195
"2017-01-12",56.110001,56.299999,55,55.400002,7378600,53.778755
"2017-01-13",55.57,56.25,55.48,56.220001,3058600,54.57476
"2017-01-17",56.32,56.32,55.68,56.09,2828900,54.448566
"2017-01-18",56.130001,56.950001,56.02,56.950001,2854600,55.283394
"2017-01-19",57.490002,57.91,57.279999,57.5,4200900,55.817291
"2017-01-20",57.540001,58.080002,57.540001,57.700001,2350500,56.011444
"2017-01-23",57.709999,57.84,57.189999,57.75,2315200,56.05999
"2017-01-24",58.009998,58.299999,57.709999,58.099998,1857100,56.399742
"2017-01-25",58.099998,58.939999,58.099998,58.779999,1993100,57.059849
"2017-01-26",59.049999,59.27,58.68,58.75,2989000,57.030712
"2017-01-27",58.869999,59,58.470001,58.549999,1336000,56.836578
"2017-01-30",58.240002,58.380001,57.630001,58.040001,1719500,56.341499
"2017-01-31",57.77,57.959999,57.57,57.580002,2273900,55.894962
"2017-02-01",57.93,58.110001,57.23,57.349998,3689900,55.671688
"2017-02-02",57.529999,57.689999,57.130001,57.299999,2620000,55.623154
"2017-02-03",57.330002,57.82,57.299999,57.799999,1353200,56.108521
"2017-02-06",57.560001,58.23,57.389999,57.720001,1710400,56.030865
"2017-02-07",57.98,58.240002,57.630001,57.810001,2061400,56.118229
"2017-02-08",57.720001,58.43,57.470001,58.259998,1024900,56.55505
"2017-02-09",58.259998,58.919998,58.189999,58.639999,1476800,56.923943
"2017-02-10",58.84,58.84,58.48,58.689999,1191000,56.972477
"2017-02-13",58.869999,59.169998,58.639999,58.849998,1915300,57.127796
"2017-02-14",58.790001,58.91,58.419998,58.470001,2317300,56.758919
"2017-02-15",58.419998,59.84,57.5,59.459999,4716200,57.719948
"2017-02-16",59.540001,60.490002,59.139999,59.240002,3145300,57.506378
"2017-02-17",59.029999,59.029999,58.060001,58.5,2778200,56.78804
"2017-02-21",58.650002,58.650002,57.98,58.02,2058800,56.322086
"2017-02-22",57.869999,58.139999,57.599998,57.849998,2581000,56.157063
"2017-02-23",58.09,58.209999,57.119999,57.209999,1614900,55.535782
"2017-02-24",57.32,58.009998,57.18,57.779999,1511300,56.089104
"2017-02-27",57.77,58.099998,57.41,58.02,1396000,56.322086
"2017-02-28",58.040001,58.18,57.049999,57.200001,2634800,55.526073
"2017-03-01",57.889999,58.189999,57.52,57.700001,2753700,56.011444
"2017-03-02",57.52,58.34,57.34,58.169998,2835800,56.467693
"2017-03-03",57.720001,57.790001,56.470001,57.75,3303400,56.05999
"2017-03-06",57.439999,57.599998,56.970001,57.310001,1804300,55.632862
"2017-03-07",57.220001,57.220001,56.299999,56.639999,2394200,54.982464
"2017-03-08",56.93,56.990002,56.27,56.290001,2710800,54.787807
"2017-03-09",56.310001,56.610001,55.790001,55.84,1606800,54.349815
"2017-03-10",56.07,56.5,55.939999,56.48,2443200,54.972729
"2017-03-13",56.5,57.52,56.419998,57.509998,1811900,55.975243
"2017-03-14",57.34,57.5,57.07,57.290001,1818300,55.761124
"2017-03-15",57.450001,58.369999,57.380001,58.150002,1993500,56.598171
"2017-03-16",58.209999,58.799999,58.07,58.209999,1580700,56.656563
"2017-03-17",58.59,58.650002,57.84,57.919998,1267500,56.374302
"2017-03-20",57.919998,58.09,57.310001,57.5,999800,55.965511
"2017-03-21",57.889999,58.349998,56.630001,56.689999,2149600,55.177128
"2017-03-22",56.619999,57.830002,56.389999,57.700001,1514500,56.160183
"2017-03-23",57.810001,58.810001,57.700001,58.32,1996900,56.76363
"2017-03-24",58.369999,58.790001,58.040001,58.310001,1066700,56.753895
"2017-03-27",57.959999,58.029999,57.330002,57.849998,2572000,56.306175
"2017-03-28",57.919998,59.099998,57.549999,58.669998,1871500,57.10429
"2017-03-29",58.439999,58.959999,58.349998,58.610001,1549100,57.045891
"2017-03-30",58.619999,59.439999,58.599998,58.77,1965400,57.201622
"2017-03-31",58.66,59.18,58.360001,58.459999,2283900,56.899899
"2017-04-03",57.869999,58.450001,57.049999,57.619999,3273200,56.08231
"2017-04-04",57.41,57.529999,56.759998,57.07,2188500,55.546993
"2017-04-05",57.310001,57.689999,56.689999,56.75,2314200,55.235527
"2017-04-06",56.990002,57.119999,56.540001,57.099998,1107200,55.576183
"2017-04-07",57.080002,57.080002,55.91,56.599998,3066200,55.089531
"2017-04-10",57.349998,57.549999,56.880001,57.18,2651000,55.654053
"2017-04-11",57.349998,57.540001,56.939999,57.48,1369500,55.946045
"2017-04-12",57.619999,57.630001,57.16,57.419998,1929600,55.887653
"2017-04-13",57.389999,57.759998,57.099998,57.110001,2129200,55.585922
"2017-04-17",57.34,57.48,56.950001,57.330002,1965800,55.800053
"2017-04-18",57.099998,57.400002,56.240002,56.860001,1730100,55.342598
"2017-04-19",57.169998,57.360001,56.66,56.919998,1939800,55.40099
"2017-04-20",57.09,57.849998,56.279999,57.59,5217200,56.05312
"2017-04-21",57.639999,57.639999,57.150002,57.349998,1197800,55.819519
"2017-04-24",58,58.169998,57.77,58.040001,2150700,56.491112
"2017-04-25",58.200001,58.73,58.119999,58.540001,1330000,56.977753
"2017-04-26",58.380001,61.02,58.279999,60.599998,4502400,58.982784
"2017-04-27",60.740002,60.740002,59.880001,60.240002,1695400,58.632397
"2017-04-28",60.360001,60.369999,58.41,58.970001,3223000,57.396282
"2017-05-01",59.400002,60.049999,58.900002,59.32,2957200,57.73695
"2017-05-02",61.459999,61.82,59.959999,61.490002,4208800,59.849041
"2017-05-03",61.450001,61.869999,60.759998,61,2471700,59.372116
"2017-05-04",61.150002,61.290001,60.119999,60.5,2316300,58.885464
"2017-05-05",60.68,61.119999,60.669998,61.07,2605500,59.440243
"2017-05-08",61.07,61.400002,60.509998,60.68,2005800,59.06065
"2017-05-09",61.799999,63.41,61.639999,62.330002,3562100,60.666618
"2017-05-10",62.16,62.400002,61.59,62.119999,1954500,60.608074
"2017-05-11",61.799999,62.360001,61.509998,62.209999,1348800,60.695889
"2017-05-12",62.099998,62.310001,61.849998,62.099998,1163800,60.588558
"2017-05-15",62.240002,62.75,62.110001,62.619999,2124900,61.095905
"2017-05-16",62.689999,62.869999,62.16,62.43,2114800,60.910538
"2017-05-17",61.82,61.880001,61.02,61.299999,1765200,59.808037
"2017-05-18",61.299999,62.810001,60.959999,62.439999,2239500,60.920292
"2017-05-19",62.799999,64.050003,62.619999,63.849998,2605400,62.295967
