Date,Open,High,Low,Close
12/31/2020,"1,479.95","1,493.27","1,493.27","1,493.27"
12/30/2020,"1,477.76","1,480.12","1,480.12","1,480.12"
12/29/2020,"1,480.67","1,477.38","1,477.38","1,477.38"
12/28/2020,"1,460.27","1,480.46","1,480.46","1,480.46"
12/24/2020,"1,462.10","1,459.42","1,459.42","1,459.42"
12/23/2020,"1,452.76","1,462.34","1,462.34","1,462.34"
12/22/2020,"1,460.53","1,453.15","1,453.15","1,453.15"
12/21/2020,"1,473.54","1,461.11","1,461.11","1,461.11"
12/18/2020,"1,474.36","1,475.79","1,475.79","1,475.79"
12/17/2020,"1,470.08","1,474.43","1,474.43","1,474.43"
12/16/2020,"1,469.64","1,469.82","1,469.82","1,469.82"
12/15/2020,"1,448.04","1,469.91","1,469.91","1,469.91"
12/14/2020,"1,445.38","1,445.99","1,445.99","1,445.99"
12/11/2020,"1,464.81","1,443.38","1,443.38","1,443.38"
12/10/2020,"1,447.90","1,465.71","1,465.71","1,465.71"
12/09/2020,"1,459.92","1,448.72","1,448.72","1,448.72"
12/08/2020,"1,457.36","1,457.51","1,457.51","1,457.51"
12/07/2020,"1,471.03","1,457.89","1,457.89","1,457.89"
12/04/2020,"1,457.69","1,471.26","1,471.26","1,471.26"
12/03/2020,"1,434.65","1,453.60","1,453.60","1,453.60"
12/02/2020,"1,441.01","1,433.72","1,433.72","1,433.72"
12/01/2020,"1,435.35","1,441.32","1,441.32","1,441.32"
11/30/2020,"1,444.48","1,433.38","1,433.38","1,433.38"
11/27/2020,"1,444.59","1,447.25","1,447.25","1,447.25"
11/25/2020,"1,451.52","1,444.26","1,444.26","1,444.26"
11/24/2020,"1,417.18","1,450.86","1,450.86","1,450.86"
11/23/2020,"1,403.36","1,416.79","1,416.79","1,416.79"
11/20/2020,"1,417.29","1,402.10","1,402.10","1,402.10"
11/19/2020,"1,411.13","1,418.22","1,418.22","1,418.22"
11/18/2020,"1,417.64","1,413.34","1,413.34","1,413.34"
11/17/2020,"1,420.02","1,417.55","1,417.55","1,417.55"
11/16/2020,"1,395.13","1,420.10","1,420.10","1,420.10"
11/13/2020,"1,366.55","1,392.10","1,392.10","1,392.10"
11/12/2020,"1,395.56","1,366.27","1,366.27","1,366.27"
11/11/2020,"1,387.24","1,396.09","1,396.09","1,396.08"
11/10/2020,"1,402.83","1,387.94","1,387.94","1,387.94"
11/09/2020,"1,359.71","1,405.15","1,405.15","1,405.15"
11/06/2020,"1,335.86","1,338.11","1,338.11","1,338.11"
11/05/2020,"1,316.34","1,336.47","1,336.47","1,336.47"
11/04/2020,"1,301.44","1,313.37","1,313.37","1,313.37"
11/03/2020,"1,274.61","1,300.44","1,300.44","1,300.44"
11/02/2020,"1,275.24","1,273.59","1,273.59","1,273.59"
10/30/2020,"1,286.09","1,275.15","1,275.15","1,275.15"
10/29/2020,"1,272.33","1,286.32","1,286.32","1,286.32"
10/28/2020,"1,323.55","1,272.26","1,272.26","1,272.26"
10/27/2020,"1,333.68","1,323.85","1,323.85","1,323.85"
10/26/2020,"1,368.74","1,333.65","1,333.65","1,333.65"
10/23/2020,"1,357.68","1,369.78","1,369.78","1,369.78"
10/22/2020,"1,338.85","1,357.62","1,357.62","1,357.62"
10/21/2020,"1,337.15","1,338.14","1,338.14","1,338.14"
10/20/2020,"1,325.11","1,337.27","1,337.27","1,337.27"
10/19/2020,"1,339.91","1,321.54","1,321.54","1,321.54"
10/16/2020,"1,342.40","1,339.41","1,339.41","1,339.41"
10/15/2020,"1,330.66","1,342.44","1,342.44","1,342.44"
10/14/2020,"1,338.52","1,334.47","1,334.47","1,334.47"
10/13/2020,"1,345.58","1,338.29","1,338.29","1,338.29"
10/12/2020,"1,341.91","1,346.82","1,346.82","1,346.82"
10/09/2020,"1,345.63","1,341.86","1,341.86","1,341.86"
10/08/2020,"1,342.33","1,345.54","1,345.54","1,345.54"
10/07/2020,"1,324.95","1,342.41","1,342.41","1,342.41"
10/06/2020,"1,332.99","1,322.27","1,322.27","1,322.27"
10/05/2020,"1,319.38","1,332.39","1,332.39","1,332.39"
10/02/2020,"1,306.19","1,319.38","1,319.38","1,319.38"
10/01/2020,"1,299.98","1,307.46","1,307.46","1,307.46"
09/30/2020,"1,296.63","1,299.89","1,299.89","1,299.89"
09/29/2020,"1,311.97","1,295.73","1,295.73","1,295.73"
09/28/2020,"1,291.01","1,312.04","1,312.04","1,312.04"
09/25/2020,"1,268.63","1,290.81","1,290.81","1,290.81"
09/24/2020,"1,265.38","1,268.91","1,268.91","1,268.91"
09/23/2020,"1,278.79","1,266.57","1,266.57","1,266.57"
09/22/2020,"1,269.75","1,278.66","1,278.66","1,278.66"
09/21/2020,"1,295.46","1,269.69","1,269.69","1,269.69"
09/18/2020,"1,325.60","1,302.61","1,302.61","1,302.61"
09/17/2020,"1,345.51","1,325.40","1,325.40","1,325.40"
09/16/2020,"1,336.87","1,345.96","1,345.96","1,345.96"
09/15/2020,"1,333.09","1,337.17","1,337.17","1,337.17"
09/14/2020,"1,312.46","1,332.92","1,332.92","1,332.92"
09/11/2020,"1,315.30","1,312.29","1,312.29","1,312.29"
09/10/2020,"1,316.55","1,315.07","1,315.07","1,315.07"
09/09/2020,"1,313.82","1,316.23","1,316.23","1,316.23"
09/08/2020,"1,318.24","1,313.99","1,313.99","1,313.99"
09/04/2020,"1,321.92","1,318.43","1,318.43","1,318.43"
09/03/2020,"1,339.52","1,321.44","1,321.44","1,321.44"
09/02/2020,"1,317.23","1,339.56","1,339.56","1,339.56"
09/01/2020,"1,309.75","1,317.24","1,317.24","1,317.24"
08/31/2020,"1,322.76","1,308.68","1,308.68","1,308.68"
08/28/2020,"1,297.53","1,326.17","1,326.17","1,326.17"
08/27/2020,"1,285.29","1,296.27","1,296.27","1,296.27"
08/26/2020,"1,288.24","1,284.16","1,284.16","1,284.16"
08/25/2020,"1,273.08","1,288.57","1,288.57","1,288.57"
08/24/2020,"1,255.37","1,273.26","1,273.26","1,273.26"
08/21/2020,"1,243.91","1,255.12","1,255.12","1,255.12"
08/20/2020,"1,239.62","1,244.61","1,244.61","1,244.61"
08/19/2020,"1,250.28","1,241.45","1,241.45","1,241.45"
08/18/2020,"1,248.01","1,249.98","1,249.98","1,249.98"
08/17/2020,"1,241.72","1,247.21","1,247.21","1,247.21"
