"SP500.203020.Open","SP500.203020.High","SP500.203020.Low","SP500.203020.Close","SP500.203020.Volume","SP500.203020.Adjusted","Date"
120.510002,122.230003,120.32,121.839996,0,121.839996,"2013-03-20"
121.370003,122.800003,121.370003,121.650002,0,121.650002,"2013-03-21"
121.839996,123.080002,120.129997,122.610001,0,122.610001,"2013-03-22"
122.610001,123.650002,121.489998,123.080002,0,123.080002,"2013-03-25"
122.510002,124.419998,122.129997,123.370003,0,123.370003,"2013-03-26"
122.610001,126.230003,122.32,125.650002,0,125.650002,"2013-03-27"
125.650002,129.179993,125.650002,128.309998,0,128.309998,"2013-03-28"
128.419998,128.419998,125.559998,126.040001,0,126.040001,"2013-04-01"
126.040001,126.040001,120.220001,120.800003,0,120.800003,"2013-04-02"
120.800003,122.510002,118.889999,119.459999,0,119.459999,"2013-04-03"
119.459999,122.230003,119.459999,122.230003,0,122.230003,"2013-04-04"
121.940002,122.230003,118.699997,122.029999,0,122.029999,"2013-04-05"
122.029999,122.610001,120.510002,122.029999,0,122.029999,"2013-04-08"
123.18,124.230003,121.940002,122.889999,0,122.889999,"2013-04-09"
122.889999,125.18,122.889999,124.800003,0,124.800003,"2013-04-10"
123.839996,126.230003,123.839996,124.699997,0,124.699997,"2013-04-11"
124.699997,125.940002,124.129997,124.510002,0,124.510002,"2013-04-12"
125.269997,125.650002,120.129997,120.699997,0,120.699997,"2013-04-15"
120.699997,125.080002,120.699997,124.889999,0,124.889999,"2013-04-16"
124.889999,125.75,122.989998,125.269997,0,125.269997,"2013-04-17"
125.370003,125.370003,123.459999,123.650002,0,123.650002,"2013-04-18"
123.650002,127.459999,123.459999,127.080002,0,127.080002,"2013-04-19"
127.080002,127.849998,124.889999,126.32,0,126.32,"2013-04-22"
125.459999,128.130005,125.459999,127.080002,0,127.080002,"2013-04-23"
127.080002,128.130005,125.650002,127.660004,0,127.660004,"2013-04-24"
127.849998,129.270004,126.989998,127.849998,0,127.849998,"2013-04-25"
127.849998,128.889999,126.800003,127.75,0,127.75,"2013-04-26"
127.559998,129.559998,127.559998,128.990005,0,128.990005,"2013-04-29"
128.990005,131.179993,128.419998,130.509995,0,130.509995,"2013-04-30"
130.509995,131.660004,127.75,128.419998,0,128.419998,"2013-05-01"
128.419998,131.75,128.419998,131.559998,0,131.559998,"2013-05-02"
131.080002,134.320007,131.080002,134.039993,0,134.039993,"2013-05-03"
134.039993,136.419998,133.660004,135.850006,0,135.850006,"2013-05-06"
135.75,136.610001,135.369995,135.559998,0,135.559998,"2013-05-07"
135.559998,138.039993,135.559998,135.940002,0,135.940002,"2013-05-08"
136.520004,137.369995,133.940002,134.229996,0,134.229996,"2013-05-09"
134.229996,135.940002,134.229996,135.089996,0,135.089996,"2013-05-10"
134.899994,134.899994,132.800003,132.889999,0,132.889999,"2013-05-13"
132.889999,134.320007,132.889999,133.660004,0,133.660004,"2013-05-14"
133.179993,137.75,133.179993,136.610001,0,136.610001,"2013-05-15"
136.610001,137.940002,133.660004,136.130005,0,136.130005,"2013-05-16"
134.699997,137.660004,134.699997,136.990005,0,136.990005,"2013-05-17"
136.990005,138.610001,134.610001,136.610001,0,136.610001,"2013-05-20"
135.75,138.610001,135.75,136.320007,0,136.320007,"2013-05-21"
136.320007,136.990005,133.75,134.419998,0,134.419998,"2013-05-22"
133.660004,137.089996,132.229996,136.899994,0,136.899994,"2013-05-23"
136.899994,136.899994,133.940002,135.75,0,135.75,"2013-05-24"
136.039993,137.559998,134.899994,135.940002,0,135.940002,"2013-05-28"
135.179993,135.940002,133.940002,134.610001,0,134.610001,"2013-05-29"
135.660004,136.899994,135.559998,136.229996,0,136.229996,"2013-05-30"
135.75,136.710007,134.990005,134.990005,0,134.990005,"2013-05-31"
134.990005,135.940002,131.940002,132.419998,0,132.419998,"2013-06-03"
133.369995,135.279999,131.559998,132.610001,0,132.610001,"2013-06-04"
132.610001,132.610001,129.369995,130.039993,0,130.039993,"2013-06-05"
129.850006,130.320007,125.75,128.610001,0,128.610001,"2013-06-06"
128.610001,132.699997,128.610001,132.039993,0,132.039993,"2013-06-07"
132.229996,133.850006,132.229996,133.179993,0,133.179993,"2013-06-10"
133.179993,133.850006,130.800003,132.800003,0,132.800003,"2013-06-11"
132.889999,134.320007,131.279999,132.130005,0,132.130005,"2013-06-12"
131.940002,133.660004,131.559998,133.479996,0,133.479996,"2013-06-13"
133.179993,133.470001,131.75,132.130005,0,132.130005,"2013-06-14"
132.130005,132.800003,130.889999,131.369995,0,131.369995,"2013-06-17"
131.470001,132.419998,130.610001,132.039993,0,132.039993,"2013-06-18"
131.940002,132.039993,130.610001,131.75,0,131.75,"2013-06-19"
130.419998,130.509995,128.699997,128.889999,0,128.889999,"2013-06-20"
128.889999,130.610001,127.269997,128.419998,0,128.419998,"2013-06-21"
128.419998,128.419998,125.18,126.800003,0,126.800003,"2013-06-24"
126.800003,127.940002,126.699997,127.18,0,127.18,"2013-06-25"
127.18,127.18,123.269997,123.459999,0,123.459999,"2013-06-26"
